コード,銘柄名,ネットキャッシュ比率,ネットキャッシュ(億円),時価総額(億円),流動資産,投資有価証券,負債,決算期,市場
7901.T,マツモト,-0.471,-4.8,10.2,605736000,247950000,1260420000,2025-04-30,スタンダード（内国株式）
4409.T,東邦化学工業,-0.474,-72.3,152.7,36943000000,3730000000,46786000000,2025-03-31,スタンダード（内国株式）
4241.T,アテクト,-0.474,-14.5,30.6,1521474000,0,2971609000,2025-03-31,スタンダード（内国株式）
8244.T,近鉄百貨店,-0.476,-334.7,703.3,41065000000,6270000000,78926000000,2026-02-28,スタンダード（内国株式）
4760.T,アルファ,-0.477,-6.3,13.2,2365706000,19986000,3010570000,2025-08-31,スタンダード（内国株式）
7646.T,ＰＬＡＮＴ,-0.48,-58.7,122.3,15800000000,33000000,21690000000,2025-09-30,スタンダード（内国株式）
7063.T,Ｂｉｒｄｍａｎ,-0.481,-15.1,31.4,302619000,16396000,1822894000,2024-06-30,グロース（内国株式）
3392.T,デリカフーズホールディングス,-0.482,-65.3,135.5,10594645000,699354000,17610462000,2025-03-31,スタンダード（内国株式）
2686.T,ジーフット,-0.486,-61.2,126.0,28434000000,4000000,34555000000,2026-02-28,スタンダード（内国株式）
9362.T,兵機海運,-0.492,-23.3,47.4,3907000000,2078000000,7694000000,2025-03-31,スタンダード（内国株式）
9731.T,白洋舎,-0.499,-66.9,134.1,13626000000,3002000000,22416000000,2025-12-31,スタンダード（内国株式）
9351.T,東洋埠頭,-0.504,-65.7,130.4,10777000000,8741000000,23463000000,2025-03-31,スタンダード（内国株式）
8912.T,エリアクエスト,-0.512,-14.1,27.6,621123000,760904000,2565380000,2025-06-30,スタンダード（内国株式）
4679.T,田谷,-0.514,-10.1,19.7,557368000,0,1570043000,2025-03-31,スタンダード（内国株式）
7127.T,一家ホールディングス,-0.52,-26.1,50.2,2071732000,188799000,4812843000,2025-03-31,スタンダード（内国株式）
4650.T,ＳＤエンターテイメント,-0.522,-12.5,23.9,1363184000,14904000,2622448000,2025-03-31,スタンダード（内国株式）
7320.T,Ｓｏｌｖｖｙ,-0.524,-105.4,201.4,8587952000,3509787000,21588449000,2024-06-30,グロース（内国株式）
9206.T,スターフライヤー,-0.526,-38.9,73.8,16326000000,37000000,20238000000,2025-03-31,スタンダード（内国株式）
7502.T,プラザホールディングス,-0.527,-19.8,37.7,7389239000,46183000,9404247000,2025-03-31,スタンダード（内国株式）
4707.T,キタック,-0.529,-9.9,18.6,1616884000,312633000,2821826000,2025-10-31,スタンダード（内国株式）
9978.T,文教堂グループホールディングス,-0.529,-10.7,20.2,7288639000,69313000,8403203000,2025-08-31,スタンダード（内国株式）
9250.T,ＧＲＣＳ,-0.532,-7.4,13.9,1069878000,0,1809707000,2025-11-30,グロース（内国株式）
4040.T,南海化学,-0.535,-44.6,83.4,9505000000,0,13969000000,2025-03-31,スタンダード（内国株式）
9369.T,キユーソー流通システム,-0.543,-439.0,809.1,32379000000,4481000000,79412000000,2025-11-30,スタンダード（内国株式）
3063.T,ジェイグループホールディングス,-0.544,-54.8,100.8,2379582000,7330000,7865200000,2025-02-28,グロース（内国株式）
7426.T,山大,-0.551,-3.1,5.7,2727980000,21972000,3056075000,2025-03-31,スタンダード（内国株式）
9761.T,東海リース,-0.559,-42.8,76.5,15079983000,314427000,19579480000,2025-03-31,スタンダード（内国株式）
6562.T,ジーニー,-0.562,-69.4,123.4,7887185000,510936000,15181125000,2025-03-31,グロース（内国株式）
1711.T,ＳＤＳホールディングス,-0.565,-13.5,24.0,2596916000,21930000,3966883000,2025-03-31,スタンダード（内国株式）
6233.T,ＫＬＡＳＳ,-0.569,-11.9,20.9,5322606000,292622000,6713017000,2025-09-30,スタンダード（内国株式）
3479.T,ティーケーピー,-0.58,-360.3,620.8,35274000000,6618000000,75938000000,2025-02-28,グロース（内国株式）
5532.T,リアルゲイト,-0.581,-134.4,231.5,4472266000,0,17913125000,2025-09-30,グロース（内国株式）
3286.T,トラストホールディングス,-0.589,-23.9,40.6,6369594000,68078000,8809434000,2023-06-30,スタンダード（内国株式）
7494.T,コナカ,-0.591,-44.9,76.0,18570000000,3685000000,25641000000,2025-09-30,スタンダード（内国株式）
9823.T,マミーマートホールディングス,-0.592,-301.9,510.2,13826000000,524000000,44378000000,2025-09-30,スタンダード（内国株式）
6181.T,タメニー,-0.598,-19.9,33.3,2292032000,5000000,4284459000,2025-03-31,グロース（内国株式）
2789.T,カルラ,-0.611,-16.0,26.2,1445488000,283000,3044336000,2025-02-28,スタンダード（内国株式）
8025.T,ツカモトコーポレーション,-0.622,-30.7,49.3,6126087000,8066425000,14843849000,2025-03-31,スタンダード（内国株式）
3160.T,大光,-0.625,-49.7,79.5,15178585000,1338458000,21082834000,2025-05-31,スタンダード（内国株式）
7601.T,ポプラ,-0.625,-12.2,19.4,1741232000,61412000,2999415000,2025-02-28,スタンダード（内国株式）
4381.T,ビープラッツ,-0.626,-6.1,9.7,195271000,0,803039000,2025-03-31,グロース（内国株式）
5248.T,テクノロジーズ,-0.627,-48.6,77.5,13086074000,14416000,17958140000,2026-01-31,グロース（内国株式）
3557.T,ユナイテッド＆コレクティブ,-0.627,-16.9,26.9,1945255000,0,3631976000,2025-02-28,グロース（内国株式）
9878.T,セキド,-0.629,-9.0,14.3,3551968000,124088000,4536171000,2025-03-31,スタンダード（内国株式）
6189.T,グローバルキッズＣＯＭＰＡＮＹ,-0.635,-57.2,90.2,6612000000,27000000,12353000000,2025-09-30,スタンダード（内国株式）
2162.T,ｎｍｓ　ホールディングス,-0.64,-48.6,75.8,26077681000,17411000,30946697000,2025-03-31,スタンダード（内国株式）
3010.T,ポラリス・ホールディングス,-0.64,-257.4,402.3,13101826000,2415000,38845394000,2025-03-31,スタンダード（内国株式）
7918.T,ヴィア・ホールディングス,-0.641,-30.1,47.0,1936000000,371000000,5208000000,2025-03-31,スタンダード（内国株式）
9679.T,ホウライ,-0.657,-64.8,98.7,2753072000,863773000,9841791000,2025-09-30,スタンダード（内国株式）
3238.T,セントラル総合開発,-0.672,-23.7,35.3,32624609000,232198000,35159400000,2025-03-31,スタンダード（内国株式）
7512.T,イオン北海道,-0.673,-787.8,1170.1,40349000000,0,119127000000,2026-02-28,スタンダード（内国株式）
9361.T,伏木海陸運送,-0.678,-36.9,54.4,5344329000,2596662000,10850832000,2024-06-30,スタンダード（内国株式）
7369.T,メイホーホールディングス,-0.68,-15.7,23.0,2844930000,2380000,4413763000,2025-06-30,グロース（内国株式）
2666.T,オートウェーブ,-0.681,-15.5,22.8,1825971000,0,3380847000,2025-03-31,スタンダード（内国株式）
7791.T,ドリームベッド,-0.683,-21.8,32.0,4456970000,172628000,6759737000,2025-03-31,スタンダード（内国株式）
7625.T,グローバルダイニング,-0.687,-34.0,49.4,2138288000,0,5533568000,2025-12-31,スタンダード（内国株式）
9311.T,アサガミ,-0.692,-75.8,109.6,13327998000,2894090000,22936107000,2025-03-31,スタンダード（内国株式）
9313.T,丸八倉庫,-0.692,-45.1,65.2,1234684000,2651882000,7604378000,2025-11-30,スタンダード（内国株式）
9778.T,昴,-0.71,-23.3,32.8,916466000,151040000,3354726000,2025-02-28,スタンダード（内国株式）
9380.T,東海運,-0.713,-80.9,113.5,12857602000,3756655000,23577756000,2025-03-31,スタンダード（内国株式）
3192.T,白鳩,-0.719,-17.6,24.4,1996793000,0,3754092000,2025-02-28,スタンダード（内国株式）
4691.T,ワシントンホテル,-0.719,-158.7,220.6,7980492000,358316000,24098667000,2025-03-31,スタンダード（内国株式）
7083.T,ＡＨＣグループ,-0.721,-11.6,16.1,3685526000,80243000,4904481000,2025-11-30,グロース（内国株式）
3021.T,パシフィックネット,-0.723,-66.3,91.6,2360327000,0,8986619000,2025-05-31,スタンダード（内国株式）
3103.T,ユニチカ,-0.724,-558.4,771.4,75277000000,2974000000,133199000000,2025-03-31,スタンダード（内国株式）
9366.T,サンリツ,-0.731,-40.0,54.7,8515553000,516829000,12877028000,2025-03-31,スタンダード（内国株式）
9704.T,アゴーラ　ホスピタリティー　グループ,-0.743,-57.5,77.3,6255864000,188922000,12138192000,2025-12-31,スタンダード（内国株式）
2778.T,パレモ・ホールディングス,-0.747,-9.7,13.0,3681168000,0,4655195000,2026-02-28,スタンダード（内国株式）
8107.T,キムラタン,-0.753,-68.4,90.9,2117547000,451000,8958616000,2025-03-31,スタンダード（内国株式）
9326.T,関通ホールディングス,-0.768,-32.8,42.8,4941932000,2676000,8227922000,2025-02-28,グロース（内国株式）
9251.T,ＡＢ＆Ｃｏｍｐａｎｙ,-0.768,-131.9,171.8,4370000000,736000000,18080000000,2025-10-31,グロース（内国株式）
7686.T,ひとまいる,-0.772,-93.2,120.7,22248000000,380000000,31831000000,2025-03-31,スタンダード（内国株式）
4615.T,神東塗料,-0.773,-33.4,43.2,12139000000,2732000000,17394000000,2025-03-31,スタンダード（内国株式）
4245.T,ダイキアクシス,-0.776,-69.0,88.9,20016000000,2131000000,28409000000,2025-12-31,スタンダード（内国株式）
7743.T,シード,-0.787,-119.8,152.2,20677162000,1031648000,33375857000,2025-03-31,スタンダード（内国株式）
8181.T,東天紅,-0.788,-19.9,25.3,2039215000,254317000,4210383000,2025-02-28,スタンダード（内国株式）
4720.T,城南進学研究社,-0.791,-15.0,19.0,2191819000,136139000,3791988000,2025-03-31,スタンダード（内国株式）
9399.T,ビート・ホールディングス・リミテッド,-0.806,-17.7,22.0,614000000,1360000000,3339000000,2025-12-31,スタンダード（外国株式）
9846.T,天満屋ストア,-0.819,-92.1,112.4,5620630000,1263736000,15711151000,2025-02-28,スタンダード（内国株式）
3326.T,ランシステム,-0.826,-21.4,26.0,1434413000,0,3578530000,2025-03-31,スタンダード（内国株式）
7065.T,ユーピーアール,-0.843,-64.0,75.9,6182679000,101157000,12653460000,2025-08-31,スタンダード（内国株式）
9166.T,ＧＥＮＤＡ,-0.851,-930.1,1093.3,63538000000,1061000000,157289000000,2026-01-31,グロース（内国株式）
7814.T,日本創発グループ,-0.858,-220.7,257.2,35643000000,8664000000,63776000000,2025-12-31,スタンダード（内国株式）
2653.T,イオン九州,-0.862,-836.3,970.7,61824000000,587000000,145866000000,2026-02-28,スタンダード（内国株式）
7037.T,テノ．ホールディングス,-0.878,-36.5,41.6,4964000000,10000000,8625000000,2025-12-31,スタンダード（内国株式）
4235.T,ウルトラファブリックス・ホールディングス,-0.88,-94.2,107.0,11141000000,426000000,20862000000,2025-12-31,スタンダード（内国株式）
2927.T,ＡＦＣ－ＨＤアムスライフサイエンス,-0.882,-108.0,122.4,22325077000,568050000,33526517000,2025-08-31,スタンダード（内国株式）
6217.T,津田駒工業,-0.884,-83.9,94.9,17858000000,189000000,26379000000,2025-11-30,スタンダード（内国株式）
4100.T,戸田工業,-0.918,-107.3,116.9,25807000000,3374000000,38895000000,2025-03-31,スタンダード（内国株式）
9051.T,センコン物流,-0.932,-60.5,64.9,6394200000,389946000,12712698000,2025-03-31,スタンダード（内国株式）
9903.T,カンセキ,-0.944,-73.6,77.9,8959735000,2566309000,18113007000,2025-02-28,スタンダード（内国株式）
7215.T,ファルテック,-0.949,-40.3,42.5,41921000000,256000000,46130000000,2025-03-31,スタンダード（内国株式）
7111.T,ＩＮＥＳＴ,-0.95,-34.6,36.4,4770000000,708000000,8728000000,2025-03-31,スタンダード（内国株式）
6625.T,ＪＡＬＣＯホールディングス,-0.953,-348.9,366.0,23293876000,604819000,58607676000,2025-03-31,スタンダード（内国株式）
9173.T,東海汽船,-0.962,-63.2,65.7,6960547000,770771000,13819735000,2025-12-31,スタンダード（内国株式）
4436.T,ミンカブ・ジ・インフォノイド,-0.99,-73.2,73.9,2039279000,438832000,9662400000,2025-03-31,グロース（内国株式）
3293.T,アズマハウス,-0.991,-61.0,61.6,8557315000,13846000,14669260000,2025-03-31,スタンダード（内国株式）
2138.T,クルーズ,-1.0,-48.7,48.7,12775565000,3656678000,20202913000,2025-03-31,スタンダード（内国株式）
8289.T,Ｏｌｙｍｐｉｃグループ,-1.012,-244.5,241.6,19660000000,655000000,44570000000,2025-02-28,スタンダード（内国株式）
5204.T,石塚硝子,-1.03,-125.6,121.9,48008000000,6463000000,65088000000,2025-03-31,スタンダード（内国株式）
9063.T,岡山県貨物運送,-1.04,-82.8,79.6,13051574000,3786679000,23984780000,2025-03-31,スタンダード（内国株式）
3370.T,フジタコーポレーション,-1.045,-18.1,17.3,705329000,61897000,2560362000,2025-03-31,スタンダード（内国株式）
6557.T,ＡＩＡＩグループ,-1.055,-44.8,42.5,4651054000,749802000,9654611000,2025-03-31,グロース（内国株式）
4651.T,サニックスホールディングス,-1.076,-125.0,116.2,13873000000,161000000,26485000000,2025-03-31,スタンダード（内国株式）
3137.T,ファンデリー,-1.095,-28.0,25.6,1155551000,0,3957992000,2025-03-31,スタンダード（内国株式）
6218.T,エンシュウ,-1.108,-41.8,37.7,15249000000,13000000,19435000000,2025-03-31,スタンダード（内国株式）
5940.T,不二サッシ,-1.131,-102.0,90.2,47839000000,3799000000,60696000000,2025-03-31,スタンダード（内国株式）
7091.T,リビングプラットフォーム,-1.158,-61.5,53.1,3868849000,70373000,10063198000,2025-03-31,グロース（内国株式）
9223.T,ＡＳＮＯＶＡ,-1.162,-57.9,49.9,4186659000,0,9979868000,2025-03-31,グロース（内国株式）
3069.T,ＪＦＬＡホールディングス,-1.166,-86.6,74.3,20848396000,1249611000,30383394000,2025-03-31,スタンダード（内国株式）
3121.T,マーチャント・バンカーズ,-1.196,-84.8,70.9,2260743000,63579000,10787322000,2025-10-31,スタンダード（内国株式）
7808.T,シー・エス・ランバー,-1.202,-58.6,48.8,9569614000,311658000,15649287000,2025-05-31,スタンダード（内国株式）
8143.T,ラピーヌ,-1.21,-5.1,4.2,1325836000,517418000,2196964000,2025-02-28,スタンダード（内国株式）
4712.T,ＫｅｙＨｏｌｄｅｒ,-1.224,-184.8,150.9,12265386000,1907543000,32079323000,2025-12-31,スタンダード（内国株式）
3544.T,サツドラホールディングス,-1.225,-140.2,114.4,21696000000,802000000,36273000000,2025-05-31,スタンダード（内国株式）
9993.T,ヤマザワ,-1.263,-150.1,118.9,14294000000,437000000,29610000000,2025-02-28,スタンダード（内国株式）
7129.T,ミアヘルサホールディングス,-1.273,-40.2,31.6,5458888000,0,9482456000,2025-03-31,スタンダード（内国株式）
9723.T,京都ホテル,-1.273,-98.4,77.3,4122135000,5314000,13967376000,2025-03-31,スタンダード（内国株式）
4645.T,市進ホールディングス,-1.279,-43.9,34.3,6423563000,907019000,11450269000,2025-02-28,スタンダード（内国株式）
2445.T,タカミヤ,-1.286,-232.3,180.6,28888000000,532000000,52494000000,2025-03-31,スタンダード（内国株式）
3123.T,サイボー,-1.291,-106.4,82.4,6557981000,6601304000,21816197000,2025-03-31,スタンダード（内国株式）
2485.T,ティア,-1.291,-132.2,102.4,6047000000,0,19266000000,2025-09-30,スタンダード（内国株式）
9656.T,グリーンランドリゾート,-1.313,-81.5,62.0,1024692000,558664000,9561269000,2025-12-31,スタンダード（内国株式）
7578.T,ニチリョク,-1.332,-22.4,16.8,632649000,29491000,2890123000,2025-03-31,スタンダード（内国株式）
3524.T,日東製網,-1.346,-50.2,37.3,17292332000,468980000,22639843000,2025-04-30,スタンダード（内国株式）
9158.T,シーユーシー,-1.364,-321.4,235.7,20520000000,3167000000,54881000000,2025-03-31,グロース（内国株式）
6982.T,リード,-1.365,-20.6,15.1,2569390000,936557000,5282879000,2025-03-31,スタンダード（内国株式）
3607.T,クラウディアホールディングス,-1.379,-46.4,33.6,3705799000,448892000,8657734000,2025-08-31,スタンダード（内国株式）
