コード,連動銘柄,連動銘柄名,相関
8996.T,9993.T,ヤマザワ,0.333
8996.T,2904.T,一正蒲鉾,0.33
8996.T,4623.T,アサヒペン,0.326
8996.T,2796.T,ファーマライズホールディングス,0.326
8996.T,5941.T,中西製作所,0.322
8996.T,9656.T,グリーンランドリゾート,0.322
8996.T,9661.T,歌舞伎座,0.319
8996.T,2169.T,ＣＤＳ,0.318
8996.T,7368.T,表示灯,0.318
8996.T,3065.T,ライフフーズ,0.316
8996.T,7749.T,メディキット,0.316
8996.T,4644.T,イマジニア,0.312
8996.T,9986.T,蔵王産業,0.311
8996.T,2683.T,魚喜,0.311
8996.T,7514.T,ヒマラヤ,0.309
9037.T,8214.T,ＡＯＫＩホールディングス,0.485
9037.T,9303.T,住友倉庫,0.469
9037.T,2001.T,ニップン,0.444
9037.T,2815.T,アリアケジャパン,0.435
9037.T,4671.T,ファルコホールディングス,0.43
9037.T,7458.T,第一興商,0.422
9037.T,2296.T,伊藤ハム米久ホールディングス,0.418
9037.T,8276.T,平和堂,0.414
9037.T,9856.T,ケーユーホールディングス,0.411
9037.T,9948.T,アークス,0.41
9037.T,9347.T,日本管財ホールディングス,0.404
9037.T,1333.T,Ｕｍｉｏｓ,0.404
9037.T,8086.T,ニプロ,0.402
9037.T,4665.T,ダスキン,0.402
9037.T,2602.T,日清オイリオグループ,0.4
9037.T,9956.T,バローホールディングス,0.397
9037.T,2004.T,昭和産業,0.392
9037.T,2002.T,日清製粉グループ本社,0.391
9037.T,2201.T,森永製菓,0.389
9037.T,9143.T,ＳＧホールディングス,0.389
9072.T,149A.T,シンカ,0.311
9072.T,3089.T,テクノアルファ,0.311
9072.T,2874.T,横浜冷凍,0.301
9072.T,4208.T,ＵＢＥ,0.269
9072.T,4025.T,多木化学,0.228
9072.T,3932.T,アカツキ,0.222
9072.T,9369.T,キユーソー流通システム,0.219
9072.T,5891.T,魁力屋,0.207
9072.T,9235.T,売れるネット広告社グループ,0.203
9072.T,5484.T,東北特殊鋼,0.201
9072.T,7840.T,フランスベッドホールディングス,0.199
9072.T,6042.T,ニッキ,0.197
9072.T,7140.T,ペットゴー,0.193
9072.T,6634.T,ＪＮグループ,0.19
9072.T,9244.T,デジタリフト,0.186
9072.T,5816.T,オーナンバ,0.184
9072.T,4299.T,ハイマックス,0.181
9072.T,7780.T,メニコン,0.18
9072.T,3179.T,シュッピン,0.18
9072.T,8086.T,ニプロ,0.18
9073.T,2798.T,ワイズテーブルコーポレーション,0.47
9073.T,2747.T,北雄ラッキー,0.457
9073.T,9849.T,共同紙販ホールディングス,0.455
9073.T,7872.T,エステールホールディングス,0.443
9073.T,7514.T,ヒマラヤ,0.438
9073.T,3426.T,アトムリビンテック,0.426
9073.T,2818.T,ピエトロ,0.42
9073.T,2391.T,プラネット,0.417
9073.T,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,0.416
9073.T,3059.T,ヒラキ,0.414
9073.T,2789.T,カルラ,0.412
9073.T,1446.T,キャンディル,0.411
9073.T,7562.T,安楽亭,0.409
9073.T,9661.T,歌舞伎座,0.408
9073.T,3293.T,アズマハウス,0.407
9073.T,3065.T,ライフフーズ,0.404
9073.T,2293.T,滝沢ハム,0.404
9073.T,2911.T,旭松食品,0.403
9073.T,6087.T,アビスト,0.402
9073.T,3068.T,ＷＤＩ,0.402
9090.T,9828.T,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,0.426
9090.T,7458.T,第一興商,0.422
9090.T,9347.T,日本管財ホールディングス,0.411
9090.T,3395.T,サンマルクホールディングス,0.402
9090.T,8056.T,ＢＩＰＲＯＧＹ,0.394
9090.T,9039.T,サカイ引越センター,0.39
9090.T,8153.T,モスフードサービス,0.381
9090.T,1333.T,Ｕｍｉｏｓ,0.378
9090.T,9007.T,小田急電鉄,0.378
9090.T,3028.T,アルペン,0.362
9090.T,2922.T,なとり,0.354
9090.T,3397.T,トリドールホールディングス,0.353
9090.T,3148.T,クリエイトＳＤホールディングス,0.35
9090.T,4928.T,ノエビアホールディングス,0.348
9090.T,2211.T,不二家,0.348
9090.T,9143.T,ＳＧホールディングス,0.347
9090.T,2201.T,森永製菓,0.347
9090.T,7593.T,ＶＴホールディングス,0.347
9090.T,3038.T,神戸物産,0.342
9090.T,3087.T,ドトール・日レスホールディングス,0.342
9110.T,9119.T,飯野海運,0.416
9110.T,4220.T,リケンテクノス,0.381
9110.T,3176.T,三洋貿易,0.37
9110.T,7510.T,たけびし,0.349
9110.T,6952.T,カシオ計算機,0.344
9110.T,6810.T,マクセル,0.326
9110.T,7504.T,高速,0.315
9110.T,9107.T,川崎汽船,0.293
9110.T,2737.T,トーメンデバイス,0.285
9110.T,4073.T,ジィ・シィ企画,0.277
9110.T,7942.T,ＪＳＰ,0.274
9110.T,9436.T,沖縄セルラー電話,0.259
9110.T,6381.T,アネスト岩田,0.246
9110.T,9308.T,乾汽船,0.245
9110.T,8163.T,ＳＲＳホールディングス,0.243
9110.T,8159.T,立花エレテック,0.243
9110.T,278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ,0.24
9110.T,2121.T,ＭＩＸＩ,0.235
9110.T,9104.T,商船三井,0.234
9110.T,9257.T,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ,0.233
9143.T,3148.T,クリエイトＳＤホールディングス,0.453
9143.T,7164.T,全国保証,0.446
9143.T,2811.T,カゴメ,0.443
9143.T,9064.T,ヤマトホールディングス,0.443
9143.T,9347.T,日本管財ホールディングス,0.442
9143.T,2002.T,日清製粉グループ本社,0.44
9143.T,2001.T,ニップン,0.439
9143.T,3028.T,アルペン,0.438
9143.T,2201.T,森永製菓,0.425
9143.T,7616.T,コロワイド,0.425
9143.T,9039.T,サカイ引越センター,0.422
9143.T,8153.T,モスフードサービス,0.419
9143.T,3333.T,あさひ,0.416
9143.T,9887.T,松屋フーズホールディングス,0.41
9143.T,2212.T,山崎製パン,0.409
9143.T,2804.T,ブルドックソース,0.408
9143.T,7458.T,第一興商,0.408
9143.T,2503.T,キリンホールディングス,0.407
9143.T,9005.T,東急,0.407
9143.T,4665.T,ダスキン,0.405
9163.T,3333.T,あさひ,0.414
9163.T,6539.T,ＭＳ－Ｊａｐａｎ,0.412
9163.T,4809.T,パラカ,0.388
9163.T,8029.T,ルックホールディングス,0.378
9163.T,1375.T,ユキグニファクトリー,0.371
9163.T,9832.T,オートバックスセブン,0.364
9163.T,8130.T,サンゲツ,0.362
9163.T,6257.T,藤商事,0.361
9163.T,4792.T,山田コンサルティンググループ,0.356
9163.T,2163.T,アルトナー,0.353
9163.T,3548.T,バロックジャパンリミテッド,0.352
9163.T,6073.T,アサンテ,0.351
9163.T,2922.T,なとり,0.351
9163.T,3059.T,ヒラキ,0.338
9163.T,2908.T,フジッコ,0.338
9163.T,4326.T,インテージホールディングス,0.337
9163.T,7164.T,全国保証,0.336
9163.T,7604.T,梅の花グループ,0.332
9163.T,9853.T,銀座ルノアール,0.329
9163.T,2004.T,昭和産業,0.326
9235.T,278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ,0.307
9235.T,4673.T,川崎地質,0.276
9235.T,4565.T,ネクセラファーマ,0.268
9235.T,4427.T,ＥｄｕＬａｂ,0.265
9235.T,9229.T,サンウェルズ,0.263
9235.T,6232.T,ＡＣＳＬ,0.26
9235.T,7707.T,プレシジョン・システム・サイエンス,0.253
9235.T,4888.T,ステラファーマ,0.241
9235.T,6836.T,ぷらっとホーム,0.241
9235.T,4784.T,ＧＭＯインターネット,0.238
9235.T,4055.T,ティアンドエスグループ,0.236
9235.T,6907.T,ジオマテック,0.233
9235.T,6141.T,ＤＭＧ森精機,0.228
9235.T,7162.T,アストマックス,0.227
9235.T,6620.T,宮越ホールディングス,0.226
9235.T,253A.T,ＥＴＳグループ,0.223
9235.T,2353.T,日本駐車場開発,0.221
9235.T,4169.T,ＥＮＥＣＨＡＮＧＥ,0.218
9235.T,3727.T,アプリックス,0.217
9235.T,5038.T,ｅＷｅＬＬ,0.216
9252.T,156A.T,マテリアルグループ,0.263
9252.T,423A.T,ライオン事務器,0.26
9252.T,2292.T,Ｓ　Ｆｏｏｄｓ,0.229
9252.T,5451.T,ヨドコウ,0.228
9252.T,339A.T,プログレス・テクノロジーズ　グループ,0.223
9252.T,274A.T,ガーデン,0.216
9252.T,6572.T,オープングループ,0.215
9252.T,4446.T,Ｌｉｎｋ－Ｕグループ,0.214
9252.T,6171.T,土木管理総合試験所,0.211
9252.T,9658.T,ビジネスブレイン太田昭和,0.207
9252.T,9602.T,東宝,0.207
9252.T,2413.T,エムスリー,0.2
9252.T,343A.T,ＩＡＣＥトラベル,0.194
9252.T,5287.T,イトーヨーギョー,0.194
9252.T,3917.T,アイリッジ,0.192
9252.T,3766.T,システムズ・デザイン,0.189
9252.T,2497.T,ユナイテッド,0.189
9252.T,3668.T,コロプラ,0.187
9252.T,2395.T,新日本科学,0.187
9252.T,7554.T,幸楽苑,0.185
9270.T,3608.T,ＴＳＩホールディングス,0.302
9270.T,2780.T,コメ兵ホールディングス,0.281
9270.T,4422.T,ＶＡＬＵＥＮＥＸ,0.28
9270.T,5707.T,東邦亜鉛,0.256
9270.T,4055.T,ティアンドエスグループ,0.256
9270.T,5698.T,エンビプロ・ホールディングス,0.256
9270.T,3560.T,ほぼ日,0.245
9270.T,5491.T,日本金属,0.236
9270.T,1662.T,石油資源開発,0.235
9270.T,8008.T,ヨンドシーホールディングス,0.223
9270.T,9227.T,マイクロ波化学,0.217
9270.T,4082.T,第一稀元素化学工業,0.216
9270.T,4176.T,ココナラ,0.206
9270.T,6617.T,東光高岳,0.202
9270.T,4063.T,信越化学工業,0.198
9270.T,7375.T,リファインバースグループ,0.189
9270.T,3236.T,プロパスト,0.187
9270.T,2982.T,ＡＤワークスグループ,0.185
9270.T,2999.T,ホームポジション,0.185
9270.T,5541.T,大平洋金属,0.184
9279.T,4923.T,コタ,0.333
9279.T,7421.T,カッパ・クリエイト,0.297
9279.T,7581.T,サイゼリヤ,0.286
9279.T,8160.T,木曽路,0.283
9279.T,9936.T,王将フードサービス,0.282
9279.T,9828.T,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,0.281
9279.T,3399.T,丸千代山岡家,0.268
9279.T,3193.T,エターナルホスピタリティグループ,0.264
9279.T,2742.T,ハローズ,0.263
9279.T,5603.T,虹技,0.263
9279.T,8179.T,ロイヤルホールディングス,0.261
9279.T,7554.T,幸楽苑,0.261
9279.T,9990.T,サックスバー　ホールディングス,0.261
9279.T,8244.T,近鉄百貨店,0.259
9279.T,9948.T,アークス,0.259
9279.T,2656.T,ベクターホールディングス,0.258
9279.T,9663.T,ナガワ,0.258
9279.T,9347.T,日本管財ホールディングス,0.255
9279.T,7902.T,ソノコム,0.255
9279.T,7611.T,ハイデイ日高,0.254
9304.T,9882.T,イエローハット,0.31
9304.T,8008.T,ヨンドシーホールディングス,0.267
9304.T,2060.T,フィード・ワン,0.257
9304.T,5186.T,ニッタ,0.248
9304.T,4674.T,クレスコ,0.248
9304.T,3864.T,三菱製紙,0.242
9304.T,4722.T,フューチャー,0.228
9304.T,2693.T,ＹＫＴ,0.227
9304.T,3496.T,アズーム,0.225
9304.T,7679.T,薬王堂ホールディングス,0.222
9304.T,9324.T,安田倉庫,0.22
9304.T,8137.T,サンワテクノス,0.216
9304.T,9310.T,日本トランスシティ,0.21
9304.T,4496.T,コマースＯｎｅホールディングス,0.207
9304.T,4091.T,日本酸素ホールディングス,0.203
9304.T,9256.T,サクシード,0.2
9304.T,9147.T,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,0.199
9304.T,5660.T,神鋼鋼線工業,0.198
9304.T,9075.T,福山通運,0.195
9304.T,3302.T,帝国繊維,0.191
9310.T,5273.T,三谷セキサン,0.373
9310.T,9900.T,サガミホールディングス,0.355
9310.T,8999.T,グランディハウス,0.343
9310.T,8059.T,第一実業,0.34
9310.T,8214.T,ＡＯＫＩホールディングス,0.311
9310.T,3003.T,ヒューリック,0.31
9310.T,9042.T,阪急阪神ホールディングス,0.305
9310.T,2117.T,ウェルネオシュガー,0.304
9310.T,5411.T,ＪＦＥホールディングス,0.304
9310.T,9699.T,ニシオホールディングス,0.303
9310.T,8043.T,スターゼン,0.303
9310.T,8566.T,リコーリース,0.299
9310.T,8075.T,神鋼商事,0.295
9310.T,3176.T,三洋貿易,0.295
9310.T,1929.T,日特建設,0.288
9310.T,6457.T,グローリー,0.286
9310.T,9856.T,ケーユーホールディングス,0.286
9310.T,2815.T,アリアケジャパン,0.286
9310.T,5930.T,文化シヤッター,0.284
9310.T,5943.T,ノーリツ,0.283
9336.T,3457.T,Ａｎｄ　Ｄｏホールディングス,0.35
9336.T,2270.T,雪印メグミルク,0.325
9336.T,5463.T,丸一鋼管,0.322
9336.T,8876.T,リログループ,0.317
9336.T,4526.T,理研ビタミン,0.308
9336.T,3087.T,ドトール・日レスホールディングス,0.307
9336.T,3817.T,ＳＲＡホールディングス,0.307
9336.T,9303.T,住友倉庫,0.306
9336.T,7508.T,Ｇ‐７ホールディングス,0.303
9336.T,9715.T,トランス・コスモス,0.303
9336.T,9007.T,小田急電鉄,0.295
9336.T,2154.T,オープンアップグループ,0.294
9336.T,9729.T,トーカイ,0.289
9336.T,2475.T,ＷＤＢホールディングス,0.287
9336.T,4544.T,Ｈ．Ｕ．グループホールディングス,0.287
9336.T,4619.T,日本特殊塗料,0.285
9336.T,9347.T,日本管財ホールディングス,0.282
9336.T,2117.T,ウェルネオシュガー,0.276
9336.T,3028.T,アルペン,0.275
9336.T,8252.T,丸井グループ,0.274
9769.T,4985.T,アース製薬,0.558
9769.T,2209.T,井村屋グループ,0.536
9769.T,2908.T,フジッコ,0.531
9769.T,9048.T,名古屋鉄道,0.522
9769.T,2002.T,日清製粉グループ本社,0.519
9769.T,2922.T,なとり,0.519
9769.T,1375.T,ユキグニファクトリー,0.518
9769.T,4665.T,ダスキン,0.512
9769.T,2613.T,Ｊ－オイルミルズ,0.511
9769.T,4928.T,ノエビアホールディングス,0.511
9769.T,2792.T,ハニーズホールディングス,0.51
9769.T,9432.T,ＮＴＴ,0.505
9769.T,3191.T,ジョイフル本田,0.504
9769.T,2933.T,紀文食品,0.501
9769.T,2594.T,キーコーヒー,0.498
9769.T,2733.T,あらた,0.494
9769.T,8160.T,木曽路,0.494
9769.T,4951.T,エステー,0.494
9769.T,9347.T,日本管財ホールディングス,0.489
9769.T,7512.T,イオン北海道,0.488
9828.T,9936.T,王将フードサービス,0.527
9828.T,8160.T,木曽路,0.526
9828.T,9347.T,日本管財ホールディングス,0.512
9828.T,7421.T,カッパ・クリエイト,0.5
9828.T,8153.T,モスフードサービス,0.493
9828.T,3091.T,ブロンコビリー,0.484
9828.T,7512.T,イオン北海道,0.483
9828.T,9887.T,松屋フーズホールディングス,0.478
9828.T,3397.T,トリドールホールディングス,0.474
9828.T,7611.T,ハイデイ日高,0.468
9828.T,7458.T,第一興商,0.461
9828.T,8008.T,ヨンドシーホールディングス,0.455
9828.T,3543.T,コメダホールディングス,0.446
9828.T,4928.T,ノエビアホールディングス,0.446
9828.T,3395.T,サンマルクホールディングス,0.445
9828.T,2753.T,あみやき亭,0.444
9828.T,3191.T,ジョイフル本田,0.437
9828.T,3087.T,ドトール・日レスホールディングス,0.437
9828.T,6073.T,アサンテ,0.43
9828.T,7616.T,コロワイド,0.428
9831.T,2730.T,エディオン,0.65
9831.T,3048.T,ビックカメラ,0.598
9831.T,8282.T,ケーズホールディングス,0.574
9831.T,2002.T,日清製粉グループ本社,0.497
9831.T,3191.T,ジョイフル本田,0.495
9831.T,9001.T,東武鉄道,0.485
9831.T,9832.T,オートバックスセブン,0.485
9831.T,9048.T,名古屋鉄道,0.478
9831.T,7512.T,イオン北海道,0.478
9831.T,8153.T,モスフードサービス,0.477
9831.T,7458.T,第一興商,0.477
9831.T,9008.T,京王電鉄,0.473
9831.T,2001.T,ニップン,0.472
9831.T,9041.T,近鉄グループホールディングス,0.471
9831.T,2908.T,フジッコ,0.464
9831.T,3148.T,クリエイトＳＤホールディングス,0.462
9831.T,4559.T,ゼリア新薬工業,0.457
9831.T,8278.T,フジ,0.45
9831.T,9989.T,サンドラッグ,0.448
9831.T,8273.T,イズミ,0.447
9853.T,3059.T,ヒラキ,0.783
9853.T,2818.T,ピエトロ,0.779
9853.T,2816.T,ダイショー,0.764
9853.T,7562.T,安楽亭,0.762
9853.T,9849.T,共同紙販ホールディングス,0.752
9853.T,3065.T,ライフフーズ,0.751
9853.T,2911.T,旭松食品,0.746
9853.T,2683.T,魚喜,0.738
9853.T,2186.T,ソーバル,0.734
9853.T,2904.T,一正蒲鉾,0.731
9853.T,3068.T,ＷＤＩ,0.727
9853.T,3058.T,三洋堂ホールディングス,0.724
9853.T,8898.T,センチュリー２１・ジャパン,0.722
9853.T,7127.T,一家ホールディングス,0.721
9853.T,9661.T,歌舞伎座,0.719
9853.T,8207.T,テンアライド,0.717
9853.T,7514.T,ヒマラヤ,0.716
9853.T,9656.T,グリーンランドリゾート,0.716
9853.T,6087.T,アビスト,0.715
9853.T,9950.T,ハチバン,0.714
9861.T,3397.T,トリドールホールディングス,0.688
9861.T,7611.T,ハイデイ日高,0.688
9861.T,8200.T,リンガーハット,0.68
9861.T,8153.T,モスフードサービス,0.661
9861.T,8160.T,木曽路,0.643
9861.T,3543.T,コメダホールディングス,0.62
9861.T,2908.T,フジッコ,0.594
9861.T,7512.T,イオン北海道,0.588
9861.T,8179.T,ロイヤルホールディングス,0.587
9861.T,7596.T,魚力,0.579
9861.T,7421.T,カッパ・クリエイト,0.577
9861.T,2922.T,なとり,0.577
9861.T,2002.T,日清製粉グループ本社,0.575
9861.T,9936.T,王将フードサービス,0.573
9861.T,8278.T,フジ,0.565
9861.T,9052.T,山陽電気鉄道,0.564
9861.T,3087.T,ドトール・日レスホールディングス,0.563
9861.T,2211.T,不二家,0.561
9861.T,9347.T,日本管財ホールディングス,0.561
9861.T,2229.T,カルビー,0.558
1383.T,7604.T,梅の花グループ,0.709
1383.T,2816.T,ダイショー,0.697
1383.T,9656.T,グリーンランドリゾート,0.692
1383.T,3065.T,ライフフーズ,0.686
1383.T,2818.T,ピエトロ,0.68
1383.T,2683.T,魚喜,0.677
1383.T,3329.T,東和フードサービス,0.675
1383.T,3800.T,ユニリタ,0.669
1383.T,9986.T,蔵王産業,0.667
1383.T,2798.T,ワイズテーブルコーポレーション,0.667
1383.T,9950.T,ハチバン,0.665
1383.T,3059.T,ヒラキ,0.663
1383.T,2186.T,ソーバル,0.659
1383.T,9846.T,天満屋ストア,0.658
1383.T,2294.T,柿安本店,0.658
1383.T,9017.T,新潟交通,0.657
1383.T,2911.T,旭松食品,0.653
1383.T,2904.T,一正蒲鉾,0.651
1383.T,7514.T,ヒマラヤ,0.651
1383.T,2169.T,ＣＤＳ,0.648
1407.T,9519.T,レノバ,0.471
1407.T,485A.T,パワーエックス,0.365
1407.T,5074.T,テスホールディングス,0.298
1407.T,7888.T,三光合成,0.264
1407.T,1436.T,グリーンエナジー＆カンパニー,0.238
1407.T,4187.T,大阪有機化学工業,0.212
1407.T,5869.T,早稲田学習研究会,0.21
1407.T,4091.T,日本酸素ホールディングス,0.209
1407.T,4970.T,東洋合成工業,0.209
1407.T,9517.T,イーレックス,0.207
1407.T,9326.T,関通ホールディングス,0.204
1407.T,1430.T,ファーストコーポレーション,0.203
1407.T,9502.T,中部電力,0.201
1407.T,4586.T,メドレックス,0.199
1407.T,4886.T,あすか製薬ホールディングス,0.199
1407.T,9563.T,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,0.198
1407.T,3691.T,デジタルプラス,0.187
1407.T,7915.T,ＮＩＳＳＨＡ,0.185
1407.T,205A.T,ロゴスホールディングス,0.18
1407.T,6989.T,北陸電気工業,0.173
160A.T,7320.T,Ｓｏｌｖｖｙ,0.409
160A.T,3393.T,スターティアホールディングス,0.4
160A.T,4543.T,テルモ,0.399
160A.T,9554.T,ＡＶｉＣ,0.339
160A.T,3769.T,ＧＭＯペイメントゲートウェイ,0.312
160A.T,142A.T,ジンジブ,0.306
160A.T,8897.T,ＭＩＲＡＲＴＨホールディングス,0.287
160A.T,4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,0.279
160A.T,4685.T,菱友システムズ,0.276
160A.T,189A.T,Ｄ＆Ｍカンパニー,0.273
160A.T,9158.T,シーユーシー,0.263
160A.T,9782.T,ディーエムエス,0.262
160A.T,4849.T,エン,0.262
160A.T,338A.T,ＺｅｎｍｕＴｅｃｈ,0.261
160A.T,3489.T,フェイスネットワーク,0.257
160A.T,5970.T,ジーテクト,0.253
160A.T,5256.T,Ｆｕｓｉｃ,0.247
160A.T,3486.T,グローバル・リンク・マネジメント,0.24
160A.T,7957.T,フジコピアン,0.238
160A.T,2585.T,ライフドリンク　カンパニー,0.231
1820.T,1833.T,奥村組,0.521
1820.T,1719.T,安藤・間,0.497
1820.T,1720.T,東急建設,0.48
1820.T,1801.T,大成建設,0.478
1820.T,1803.T,清水建設,0.473
1820.T,1812.T,鹿島建設,0.463
1820.T,1802.T,大林組,0.456
1820.T,1893.T,五洋建設,0.447
1820.T,1860.T,戸田建設,0.444
1820.T,1861.T,熊谷組,0.442
1820.T,1417.T,ミライト・ワン,0.433
1820.T,1941.T,中電工,0.429
1820.T,1934.T,ユアテック,0.416
1820.T,1951.T,エクシオグループ,0.416
1820.T,5911.T,横河ブリッジホールディングス,0.41
1820.T,1810.T,松井建設,0.402
1820.T,1885.T,東亜建設工業,0.401
1820.T,1942.T,関電工,0.382
1820.T,1929.T,日特建設,0.375
1820.T,1786.T,オリエンタル白石,0.374
194A.T,4255.T,ＴＨＥＣＯＯ,0.295
194A.T,3895.T,ハビックス,0.28
194A.T,7760.T,ＩＭＶ,0.276
194A.T,6039.T,日本動物高度医療センター,0.263
194A.T,6625.T,ＪＡＬＣＯホールディングス,0.26
194A.T,6676.T,ＢＵＦＦＡＬＯ,0.251
194A.T,146A.T,コロンビア・ワークス,0.251
194A.T,7003.T,三井Ｅ＆Ｓ,0.236
194A.T,6340.T,澁谷工業,0.232
194A.T,6637.T,寺崎電気産業,0.224
194A.T,4390.T,ＩＰＳ,0.221
194A.T,5821.T,平河ヒューテック,0.218
194A.T,8789.T,フィンテック　グローバル,0.216
194A.T,5706.T,三井金属,0.216
194A.T,7359.T,東京通信グループ,0.207
194A.T,1866.T,北野建設,0.205
194A.T,5985.T,サンコール,0.204
194A.T,7014.T,名村造船所,0.204
194A.T,2489.T,アドウェイズ,0.201
194A.T,9353.T,櫻島埠頭,0.201
195A.T,246A.T,アスア,0.313
195A.T,6848.T,東亜ディーケーケー,0.289
195A.T,7063.T,Ｂｉｒｄｍａｎ,0.276
195A.T,9980.T,ＭＲＫホールディングス,0.275
195A.T,2962.T,テクニスコ,0.265
195A.T,3168.T,ＭＥＲＦ,0.258
195A.T,6158.T,和井田製作所,0.254
195A.T,7810.T,クロスフォー,0.251
195A.T,7972.T,イトーキ,0.25
195A.T,2970.T,ＧＬＣ　ＧＲＯＵＰ,0.24
195A.T,4506.T,住友ファーマ,0.239
195A.T,7878.T,光・彩,0.231
195A.T,4360.T,マナック・ケミカル・パートナーズ,0.229
195A.T,5820.T,三ッ星,0.228
195A.T,6721.T,ウインテスト,0.224
195A.T,7022.T,サノヤスホールディングス,0.223
195A.T,7048.T,ベルトラ,0.223
195A.T,7937.T,ツツミ,0.219
195A.T,277A.T,グロービング,0.218
195A.T,2780.T,コメ兵ホールディングス,0.213
2157.T,3087.T,ドトール・日レスホールディングス,0.524
2157.T,8185.T,チヨダ,0.493
2157.T,7458.T,第一興商,0.471
2157.T,3612.T,ワールド,0.47
2157.T,8273.T,イズミ,0.462
2157.T,2742.T,ハローズ,0.46
2157.T,3543.T,コメダホールディングス,0.46
2157.T,7611.T,ハイデイ日高,0.457
2157.T,2791.T,大黒天物産,0.453
2157.T,3387.T,クリエイト・レストランツ・ホールディングス,0.448
2157.T,8244.T,近鉄百貨店,0.447
2157.T,9861.T,吉野家ホールディングス,0.444
2157.T,2811.T,カゴメ,0.44
2157.T,7516.T,コーナン商事,0.439
2157.T,9936.T,王将フードサービス,0.438
2157.T,3397.T,トリドールホールディングス,0.433
2157.T,3349.T,コスモス薬品,0.427
2157.T,8160.T,木曽路,0.426
2157.T,3050.T,ＤＣＭホールディングス,0.424
2157.T,3038.T,神戸物産,0.423
2462.T,2493.T,イーサポートリンク,0.597
2462.T,7487.T,小津産業,0.581
2462.T,7512.T,イオン北海道,0.491
2462.T,2305.T,スタジオアリス,0.478
2462.T,9347.T,日本管財ホールディングス,0.477
2462.T,7596.T,魚力,0.463
2462.T,6150.T,タケダ機械,0.46
2462.T,2613.T,Ｊ－オイルミルズ,0.451
2462.T,6147.T,ヤマザキ,0.449
2462.T,2211.T,不二家,0.444
2462.T,2594.T,キーコーヒー,0.444
2462.T,7502.T,プラザホールディングス,0.443
2462.T,9023.T,東京地下鉄,0.442
2462.T,9432.T,ＮＴＴ,0.442
2462.T,4218.T,ニチバン,0.442
2462.T,2683.T,魚喜,0.44
2462.T,3297.T,東武住販,0.439
2462.T,3058.T,三洋堂ホールディングス,0.438
2462.T,2922.T,なとり,0.438
2462.T,9048.T,名古屋鉄道,0.436
2469.T,8891.T,ＡＭＧホールディングス,0.399
2469.T,6771.T,池上通信機,0.338
2469.T,1835.T,東鉄工業,0.334
2469.T,6844.T,新電元工業,0.32
2469.T,6994.T,指月電機製作所,0.314
2469.T,6363.T,酉島製作所,0.31
2469.T,9060.T,日本ロジテム,0.3
2469.T,1801.T,大成建設,0.298
2469.T,4229.T,群栄化学工業,0.288
2469.T,6390.T,加藤製作所,0.28
2469.T,4023.T,クレハ,0.274
2469.T,6273.T,ＳＭＣ,0.273
2469.T,1723.T,日本電技,0.268
2469.T,1982.T,日比谷総合設備,0.268
2469.T,4966.T,上村工業,0.26
2469.T,8097.T,三愛オブリ,0.259
2469.T,4113.T,田岡化学工業,0.259
2469.T,3299.T,ムゲンエステート,0.258
2469.T,3436.T,ＳＵＭＣＯ,0.258
2469.T,1968.T,太平電業,0.256
262A.T,3046.T,ジンズホールディングス,0.392
262A.T,378A.T,ヒット,0.245
262A.T,6030.T,アドベンチャー,0.222
262A.T,3608.T,ＴＳＩホールディングス,0.218
262A.T,4019.T,スタメン,0.217
262A.T,6788.T,日本トリム,0.214
262A.T,4393.T,バンク・オブ・イノベーション,0.214
262A.T,9552.T,クオンツ総研ホールディングス,0.214
262A.T,2413.T,エムスリー,0.214
262A.T,6498.T,キッツ,0.212
262A.T,8622.T,水戸証券,0.211
262A.T,3415.T,ＴＯＫＹＯ　ＢＡＳＥ,0.206
262A.T,6080.T,Ｍ＆Ａキャピタルパートナーズ,0.206
262A.T,3359.T,ｃｏｔｔａ,0.204
262A.T,8747.T,豊トラスティ証券,0.201
262A.T,6328.T,荏原実業,0.201
262A.T,4431.T,スマレジ,0.2
262A.T,6039.T,日本動物高度医療センター,0.196
262A.T,4382.T,ＨＥＲＯＺ,0.193
262A.T,6644.T,大崎電気工業,0.191
2694.T,9849.T,共同紙販ホールディングス,0.602
2694.T,2816.T,ダイショー,0.592
2694.T,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,0.591
2694.T,2818.T,ピエトロ,0.582
2694.T,3059.T,ヒラキ,0.576
2694.T,2683.T,魚喜,0.572
2694.T,2169.T,ＣＤＳ,0.565
2694.T,3068.T,ＷＤＩ,0.565
2694.T,2186.T,ソーバル,0.561
2694.T,5990.T,スーパーツール,0.56
