コード,前日終値,配当,配当利回り(%),forwardEPS,予想PER,目標株価
7039,1644.0,95.0,5.74,147.6,11.219512,
8006,1451.0,33.0,2.23,,,
7749,2825.0,100.0,3.49,,,
3670,1602.0,65.0,4.19,,,
3571,701.0,50.0,7.12,,,
7067,999.0,10.0,99.0,75.3,13.359893,
4069,883.0,0.0,0.0,,,
3913,1008.0,0.0,0.0,,,
7112,729.0,0.0,0.0,,,
7800,934.0,60.0,6.32,49.2,19.288618,
2831,3500.0,70.0,2.02,,,
3848,915.0,35.0,3.76,,,
1514,592.0,15.0,2.56,,,
7459,2759.0,68.0,2.48,172.48,15.926485,2912.5
4997,1047.0,48.0,4.54,36.8,28.722826,
1997,3450.0,95.0,2.69,,,
6156,2036.0,100.0,4.94,,,
4883,44.0,0.0,0.0,21.12,2.1306818,
6157,876.0,30.0,3.47,172.75,5.007236,
6445,1225.0,60.0,4.87,,,
5186,5800.0,170.0,2.9,379.6,15.463646,4830.0
5122,5650.0,120.0,2.16,352.22,15.757197,
6926,187.0,0.0,0.0,,,
6246,1736.0,92.0,4.84,,,
7305,2537.0,200.0,7.81,,,
7087,1290.0,43.0,3.32,,,
3159,353.0,6.0,1.69,,,
9991,1524.0,69.0,4.57,,,
2908,1474.0,46.0,3.07,25.8,58.100777,
3482,2842.0,98.0,3.43,492.3,5.811497,
1960,1439.0,55.0,3.91,,,
2153,1618.0,69.0,4.23,,,
3627,286.0,6.0,2.1,40.3,7.096774,
3529,1037.0,0.0,0.0,,,
9441,2802.0,102.0,3.67,138.8,20.050432,
6291,1230.0,55.0,4.4,,,
4719,3240.0,140.0,4.31,,,
9622,1438.0,72.0,5.02,,,
9341,579.0,60.0,10.29,,,
9780,907.0,36.0,3.96,,,
6103,4010.0,100.0,2.45,276.63,14.748942,4398.0
6863,2540.0,124.0,4.68,169.5,15.634218,
5939,5010.0,60.0,1.22,,,
7525,3515.0,162.0,4.64,,,
4247,1271.0,42.0,3.3,,,
6286,1450.0,28.0,1.93,85.5,16.959064,
8219,689.0,38.0,5.48,152.42,4.5532084,764.0
1762,3550.0,144.0,4.0,272.85,13.194062,4300.0
3559,420.0,20.0,4.66,,,
3355,1583.0,61.0,3.87,182.7,8.620689,2370.0
4270,1978.0,25.0,1.21,124.2,16.610306,
6898,3600.0,0.0,0.0,,,
3665,358.0,10.0,2.76,8.3,43.614456,
5619,888.0,0.0,0.0,,,
7931,3085.0,100.0,3.2,291.5,10.720411,
3825,185.0,10.0,5.46,,,
6230,2073.0,76.0,3.36,337.3,6.7091613,
4287,479.0,13.0,2.73,,,
5982,3660.0,125.0,3.45,278.3,13.025513,
7482,1294.0,60.0,4.64,,,
6998,2215.0,60.0,2.79,,,
8154,4385.0,140.0,3.16,392.8,11.265275,4500.0
1835,4310.0,152.0,3.56,257.53,16.561178,5410.0
7294,859.0,33.0,3.74,159.9,5.5222015,
1828,2255.0,100.0,4.41,,,
8018,854.0,27.0,3.13,,,
4265,239.0,0.0,0.0,79.8,2.9573934,
6364,1678.0,104.0,6.19,219.6,7.6548266,
3302,3100.0,65.0,2.07,,,3440.0
1914,714.0,60.0,8.44,25.6,27.773438,
9476,995.0,13.0,1.35,,,
7477,1833.0,30.0,1.61,,,
7713,2350.0,42.0,1.76,211.8,11.28423,
8085,4015.0,140.0,3.48,,,
2185,1820.0,55.0,3.02,,,
4978,129.0,0.0,0.0,0.8,161.25,
6309,1697.0,72.0,4.25,380.8,4.4511557,
4540,3740.0,158.0,4.15,417.65,9.122471,4350.0
5943,2297.0,94.0,4.14,69.37,32.751907,1900.0
5142,1220.0,60.0,4.93,,,
3698,1075.0,27.0,2.47,76.6,14.24282,
3421,1700.0,44.0,2.55,,,
4434,2028.0,30.0,1.48,101.9,19.842983,
7433,4450.0,220.0,4.84,,,
6322,1574.0,54.0,3.4,,,
6125,5270.0,160.0,2.94,795.9,6.847594,
5576,2900.0,130.0,4.47,,,
4471,5210.0,175.0,3.34,301.1,17.402855,5100.0
7807,845.0,13.0,1.55,,,
4767,359.0,18.3,5.13,,,
6912,2054.0,59.0,2.81,,,
9413,3750.0,100.0,2.65,278.67,13.528545,5013.3335
5237,1133.0,43.0,3.81,,,
9344,943.0,35.0,3.66,,,
6592,1561.5,56.0,3.61,131.39,11.808357,1564.5
4394,416.0,20.0,4.83,,,
8029,2621.0,100.0,3.82,,,
6493,508.0,20.0,4.03,,,
7769,3645.0,167.6,4.57,,,
7079,2558.0,200.0,7.76,415.8,6.2000966,
8708,1411.0,68.0,4.79,,,
2792,1454.0,55.0,3.85,229.7,6.221158,
7860,1196.0,50.0,4.15,144.0,8.368055,
4752,1482.0,61.0,4.06,,,
4524,2161.0,65.0,3.01,,,
4376,169.0,0.0,0.0,11.0,15.363636,
1976,1771.0,80.0,4.6,,,
3940,121.0,3.55,2.93,53.5,2.2616823,
3768,563.0,32.0,5.8,,,
6742,766.0,27.0,3.58,59.0,12.779661,
4112,2274.0,60.0,2.49,579.0,4.165803,
4372,1138.0,20.0,1.76,,,
6239,1339.0,35.0,2.66,,,
4240,335.0,5.0,1.45,,,
9651,1746.0,68.0,3.94,,,
4521,3995.0,190.0,4.77,96.4,41.28631,4325.0
9258,321.0,0.0,0.0,,,
1301,4440.0,160.0,3.61,287.4,15.414058,
2612,1471.0,94.0,6.31,,,
6336,1176.0,36.0,2.97,,,
8918,11.0,0.1,1.11,,,
8081,2537.0,100.0,3.77,,,
6082,977.0,15.0,1.54,49.2,19.857723,
3680,231.0,6.2,2.4,,,
9345,564.0,30.0,5.24,,,
7545,1956.0,32.0,1.64,163.37,11.954459,2175.0
4072,3065.0,100.0,3.28,272.5,11.19266,4200.0
7844,460.0,15.0,3.27,30.0,15.3,
6989,2397.0,95.0,3.83,,,
6874,2780.0,90.0,3.27,,,
4998,1152.0,24.0,2.07,100.1,11.568432,
6137,1695.0,50.0,2.98,,,
3461,567.0,13.0,2.29,,,
7254,724.0,20.0,2.72,,,
1450,1430.0,55.0,3.9,257.0,5.4941635,
8078,1888.0,66.0,3.49,414.41,4.5679398,1500.0
1928,3346.0,146.0,4.35,377.46,8.88306,3905.5557
3020,4130.0,140.0,3.37,,,
3841,1131.0,80.0,6.91,,,
9376,759.0,50.0,6.57,,,
7050,1355.0,99.0,7.33,,,
7240,2847.5,140.0,4.85,184.39,15.646185,2892.0
4172,2235.0,88.0,3.94,184.5,12.113821,
1966,1633.0,70.0,4.27,260.7,6.2945914,
6050,1642.0,38.0,2.33,108.4,15.064575,
2461,411.0,21.0,5.12,15.1,27.152317,
5990,1962.0,60.0,3.07,,,
8613,1037.0,46.0,4.44,,,
6635,943.0,16.0,1.96,,,
5356,1232.0,52.0,3.92,,,
4093,401.0,18.0,4.51,,,
7114,778.0,0.0,0.0,83.9,9.380215,
2415,1575.0,136.0,8.56,226.4,7.0185513,
1377,4205.0,80.0,1.94,210.95,19.5781,6200.0
7595,1309.0,46.0,3.55,248.69,5.215328,
1787,5290.0,260.0,4.92,,,
8887,340.0,12.0,3.5,,,
7239,2246.0,115.0,5.06,242.1,9.384552,2380.0
6630,714.0,9.0,1.25,26.75,26.990654,988.72
4017,212.0,0.0,0.0,15.5,14.0,
5535,269.0,9.0,3.44,,,
4378,447.0,0.0,0.0,,,
5138,438.0,0.0,0.0,71.6,6.0893855,
3965,829.0,21.0,2.55,155.7,5.2793837,
2750,1277.0,50.0,3.89,,,
5950,143.0,2.5,1.72,,,
5702,1962.0,70.0,3.64,194.0,9.912371,
7276,2734.0,60.0,2.15,151.84,18.420706,2562.7273
5018,2036.0,55.0,2.79,206.7,9.535559,
5659,1410.0,56.0,3.91,562.4,2.5444522,
9987,5251.0,60.0,1.14,310.19,17.037945,6466.6665
8927,421.0,13.0,3.07,45.1,9.379158,
5423,1712.0,40.0,2.28,187.16,9.382346,1600.0
2186,905.0,33.0,3.63,,,
2493,918.0,5.0,55.0,,,
2475,1813.0,113.0,6.27,178.2,10.106622,
2722,374.0,9.0,2.41,45.7,8.161925,
6307,447.0,15.0,3.33,,,
6824,4500.0,95.0,1.97,,,
7222,1071.0,18.0,1.65,,,
5273,1536.0,43.5,2.78,,,
2733,2575.0,112.0,4.33,366.8,7.0528903,
3490,2803.0,30.0,1.06,,,
4362,2462.0,104.0,4.23,177.8,13.835771,
2122,1258.0,30.0,2.4,132.7,9.404673,
9709,1337.0,58.0,4.35,,,
6888,532.0,25.0,4.68,,,
3059,714.0,20.0,2.79,,,
4027,2332.0,80.0,3.34,214.8,11.135941,
6995,2843.0,120.0,4.1,258.27,11.344717,3000.0
9856,1156.0,58.0,5.0,,,
3598,161.0,3.0,1.74,,,
6459,1758.0,60.0,3.41,,,
6351,2124.0,29.0,1.37,147.8,14.343707,
3245,993.0,64.0,6.39,,,
4249,2400.0,125.0,5.26,,,
4178,530.0,0.0,0.0,69.5,7.553957,
1967,2144.0,154.0,7.23,,,
3183,1222.0,109.0,8.99,,,
3950,1318.0,42.0,3.25,,,
3624,52.0,0.0,0.0,,,
4951,1460.0,46.0,3.16,87.7,16.613455,
2784,2213.5,72.0,3.22,160.57,13.919163,2500.0
9715,3790.0,290.0,7.46,321.67,12.093139,4266.6665
4977,1232.0,40.0,3.27,118.4,10.346284,
6850,1615.0,50.0,2.88,247.3,7.0238576,
7863,940.0,80.0,8.75,,,
4881,60.0,0.0,0.0,-32.5,-1.8461539,
6662,219.0,0.0,0.0,,,
3201,1795.0,64.0,3.65,,,
6677,3230.0,152.0,4.78,237.15,13.409235,4000.0
2916,710.0,15.0,2.11,,,
9273,801.0,18.0,2.26,83.3,9.5438175,
1382,1518.0,50.0,3.26,,,
5602,1346.0,60.0,4.4,,,
1941,4770.0,140.0,2.87,,,
6663,332.0,3.0,87.0,,,
2815,5290.0,240.0,4.53,279.44,18.966505,6400.0
1992,2751.0,85.0,3.08,,,
5590,749.0,0.0,0.0,,,
7927,2289.0,117.0,5.13,,,
5445,1878.0,100.0,5.38,257.8,7.2071376,
8624,1284.0,98.0,7.57,,,
6198,229.0,0.0,0.0,83.57,2.7282517,
7172,2070.0,108.0,5.2,163.7,12.675627,2200.0
8508,766.0,17.0,2.23,61.8,12.313916,
8065,3260.0,90.0,2.78,,,
6466,4130.0,40.0,99.0,,,
7270,2459.5,116.0,4.75,446.38,5.470675,3024.0
4882,161.0,0.0,0.0,-67.1,-2.3099852,
2477,2174.0,40.0,1.86,168.2,12.782402,
6340,3880.0,95.0,2.44,415.65,9.358835,3780.0
8934,2351.0,80.0,3.37,339.8,6.98352,
8928,2554.0,72.0,2.84,,,
3678,1275.0,40.0,3.1,106.4,12.133458,1780.0
9629,1211.0,40.0,3.26,,,
7949,2440.0,140.0,5.69,,,
5660,1813.0,65.0,3.51,,,
2152,1488.0,26.0,1.76,,,
6333,2890.0,132.0,4.5,238.6,12.300921,
3172,1152.0,30.0,2.61,,,
7803,245.0,5.0,1.95,37.45,6.835781,
7673,1694.0,134.0,7.8,,,
5035,406.0,3.0,74.0,,,
3963,343.0,15.0,4.49,19.4,17.216496,
6391,4350.0,70.0,1.64,,,
9127,2999.0,80.0,2.73,,,
9212,324.0,0.0,0.0,,,
9849,4495.0,100.0,2.24,,,
2915,1946.0,70.0,3.61,187.0,10.358289,
7231,2801.0,135.0,4.79,321.6,8.765547,3000.0
6932,2504.0,96.0,3.77,291.0,8.745705,
4667,1698.0,74.0,4.32,,,
6070,2185.0,120.0,5.49,196.3,11.130922,
5463,1789.5,52.0,2.88,276.1,6.5356755,1438.9
5563,544.0,13.0,2.38,45.9,11.917211,
8051,1717.0,72.0,4.15,,,
6167,1018.0,80.0,7.97,61.3,16.378468,
5947,3415.0,106.0,3.12,228.23,14.866582,
9225,992.0,0.0,0.0,,,
4526,2767.0,110.0,3.92,283.6,9.894217,
5941,2500.0,200.0,8.0,,,
5868,930.0,40.0,4.27,,,
9768,3155.0,118.0,3.75,,,
1938,2780.0,97.0,3.43,,,
9930,344.0,10.0,2.89,,,
7480,2050.0,114.0,5.6,,,
5185,1771.0,100.0,5.62,260.6,6.8303914,
1720,1174.0,44.0,3.72,59.7,19.832495,1800.0
1435,162.0,2.0,1.22,58.15,2.8202922,
9265,3190.0,70.0,2.28,,,
2332,2030.0,61.0,3.13,,,
5192,3905.0,191.0,4.85,250.1,15.753698,4390.0
5973,612.0,18.0,2.92,,,
4491,2900.0,60.0,2.04,188.55,15.560859,
6455,2466.0,64.0,2.6,134.8,18.264095,
6191,854.0,10.0,1.2,89.26,9.309881,800.0
2737,13840.0,600.0,4.29,,,
3333,1259.0,50.0,3.96,165.1,7.649909,
1662,1870.0,45.0,2.52,150.78,11.864969,2362.5
4097,1103.0,40.0,3.63,,,
8704,1147.0,46.0,3.86,,,
2335,1014.0,48.0,4.72,,,
1930,1681.0,48.0,2.82,,,
5262,1029.0,26.0,2.51,84.4,12.28673,
3991,937.0,20.0,2.18,110.5,8.316742,
6272,1452.0,60.0,4.12,159.25,9.136578,
6379,2276.0,117.0,5.23,135.4,16.506647,
4914,1127.0,52.0,4.63,234.0,4.8034186,
4220,1555.0,54.0,3.42,112.7,14.019521,
4310,2920.0,274.0,9.47,,,
6803,98.0,1.0,1.03,,,
6203,1670.0,20.0,1.12,99.5,17.919598,
7976,2615.0,51.0,1.94,176.5,14.86119,2350.0
7864,2680.0,88.0,3.33,192.7,13.71562,3433.3333
2341,166.0,5.0,3.01,,,
1852,805.0,56.0,6.91,,,
4012,1617.0,57.0,3.5,149.8,10.861148,
4465,2220.0,76.0,3.42,176.2,12.616345,
7702,429.0,17.0,3.97,,,
2305,1776.0,50.0,2.81,,,
5268,910.0,14.0,1.52,,,
6395,1296.0,34.0,2.66,93.48,13.682071,1450.0
6770,2207.0,64.0,2.95,107.01,20.287823,2208.5715
6675,1979.0,46.0,2.34,300.7,6.528101,
2975,1493.0,51.0,3.29,,,2200.0
6788,4305.0,130.0,3.04,391.4,10.92233,
2342,249.0,0.0,0.0,,,
3934,2460.0,97.0,3.99,,,
4516,4090.0,124.0,2.95,410.59,10.231618,5514.2856
4053,455.0,10.0,2.25,41.57,10.704835,
4750,569.0,22.0,3.83,,,
4577,1199.0,40.0,3.33,215.8,5.569972,1500.0
2114,615.0,22.0,3.57,,,
6143,1858.0,29.0,1.51,22.84,83.88792,2000.0
3773,1073.0,22.0,2.05,90.1,11.897891,
4284,428.0,14.0,3.31,,,
6381,1634.0,94.0,5.76,132.5,12.309434,
4792,1640.0,77.0,4.68,130.0,12.661538,
4956,1465.0,38.0,2.76,117.05,11.747116,
4659,4420.0,95.0,2.14,306.6,14.416177,
9438,573.0,20.0,3.51,43.7,13.043478,
7921,3060.0,120.0,4.01,,,
6339,1288.0,48.0,3.74,,,
3465,3430.0,140.0,4.07,523.0,6.577438,4200.0
6643,5550.0,130.0,2.4,,,
8898,1119.0,56.0,4.98,,,
7255,472.0,7.0,1.49,,,
4840,824.0,2.0,20.0,,,
9621,2715.0,78.0,2.89,611.5,4.4071956,
3288,8727.0,200.0,2.31,764.91,11.303291,12300.0
7717,5920.0,80.0,1.4,226.45,25.25944,5000.0
3284,1173.0,76.0,6.5,127.05,9.208973,
7951,1137.0,26.0,2.25,76.29,15.152706,1145.7142
4171,1675.0,60.0,3.58,,,
1518,1440.0,74.0,5.07,206.7,7.063377,
1814,3205.0,186.0,5.74,,,
4238,1467.0,50.0,3.1,135.7,11.886515,
1844,512.0,11.5,2.28,,,
4673,4915.0,120.0,2.5,,,
4931,1905.0,57.0,2.99,135.65,14.058239,2190.0
9233,1092.0,44.0,3.95,,,
7514,847.0,26.0,3.07,,,
4922,5441.0,140.0,2.5,325.85,17.204235,5710.0
2325,5000.0,110.0,2.17,209.6,24.14122,
6772,1161.0,40.0,3.37,,,
4167,285.0,0.0,0.0,17.8,15.898877,
3918,1209.0,76.0,6.29,149.2,8.103217,
3834,596.0,25.0,4.18,59.8,10.0,740.0
6853,873.0,21.0,2.25,,,
3445,7410.0,55.0,74.0,358.35,20.761826,
2876,461.0,12.0,2.58,,,
2169,1775.0,74.0,4.19,,,
4595,1732.0,100.0,5.78,147.0,11.77551,1850.0
9782,3360.0,232.0,6.75,,,
2292,2719.0,110.0,4.05,227.0,11.960353,
6250,3700.0,110.0,2.81,328.6,11.914181,
2907,1370.0,58.0,4.24,,,
6822,5900.0,80.0,1.34,,,
5011,2038.0,90.0,4.48,176.9,11.368005,
6420,3450.0,89.0,2.59,526.55,6.533093,3700.0
3042,297.0,6.0,2.01,,,
8227,3254.0,80.0,2.43,585.98,5.6179395,3465.7273
2454,356.0,2.0,56.0,,,
4317,510.0,15.0,2.91,,,
7217,446.0,18.0,4.06,,,
6535,473.0,27.0,5.61,53.73,8.952168,
6546,1102.0,34.0,3.06,,,
6392,7510.0,220.0,2.82,,,
9687,4355.0,190.0,4.39,,,
5126,1343.0,0.0,0.0,,,
5484,4475.0,30.0,67.0,,,
4891,133.0,0.0,0.0,-32.0,-4.0625,620.0
9904,252.0,6.0,2.39,,,
2652,354.0,1.0,29.0,,,
6238,1295.0,80.0,6.01,111.37,11.960133,1550.0
4334,398.0,10.0,2.5,,,
6378,1187.0,41.0,3.4,,,
7725,2106.0,44.0,2.04,105.6,20.397728,
4668,686.0,28.0,4.08,31.7,21.671925,
7095,1167.0,55.0,4.77,289.49,3.9794123,
8285,672.0,16.0,2.41,,,
2692,12920.0,160.0,1.24,307.4,42.09499,
6849,1438.0,33.0,2.28,109.84,13.173708,1935.0
4218,1844.0,40.0,2.19,116.7,15.63839,2990.0
1827,1297.0,25.0,1.9,,,
7981,2956.0,124.0,4.18,,,
4958,3120.0,100.0,3.25,192.0,16.015625,3850.0
7072,1033.0,0.0,0.0,109.6,9.124087,
7942,2568.0,100.0,3.87,251.8,10.266084,
6786,52.0,0.0,0.0,,,
7846,4855.0,42.0,84.0,387.0,12.857882,5600.0
1491,726.0,68.0,9.44,,,
1381,3890.0,112.5,2.95,,,
2438,333.0,7.0,2.1,,,
6750,1678.0,58.0,3.42,124.6,13.611557,1900.0
8129,4180.0,180.0,4.27,209.1,20.167383,4525.0
4586,65.0,0.0,0.0,,,
6908,3180.0,100.0,3.11,206.78,15.572105,3200.0
4599,291.0,0.0,0.0,-32.2,-9.192546,700.0
4025,5150.0,80.0,1.6,,,
7500,10550.0,240.0,2.4,,,
2670,2630.0,80.0,3.04,182.28,14.439324,3087.7778
3904,400.0,3.9,97.0,,,
6190,425.0,0.0,0.0,,,
6929,3940.0,165.0,4.14,176.47,22.581741,3900.0
5974,765.0,23.0,3.01,,,
8518,138.0,0.0,0.0,,,
4694,3515.0,125.0,3.59,148.6,23.452219,4500.0
1968,2690.0,75.0,2.72,514.3,5.3587403,
4248,868.0,38.0,4.4,98.98,8.718933,
9729,2349.0,80.0,3.38,181.6,13.05066,2792.0
6432,7000.0,220.0,3.23,539.01,12.634274,6757.5
7377,1862.0,75.0,4.02,,,
3138,1130.0,16.0,1.43,77.6,14.43299,
4424,215.0,0.0,0.0,,,
9763,1248.0,54.0,4.32,,,
8614,603.0,50.0,8.21,,,
4427,244.0,0.0,0.0,305.9,0.78457016,
1934,2412.0,78.0,3.25,107.6,22.332714,3200.0
6518,2442.0,25.0,1.08,,,
4391,1110.0,18.0,1.64,84.7,12.927981,
2183,222.0,16.0,7.27,23.5,9.361702,
6332,2704.0,88.0,3.3,114.5,23.275108,3400.0
1861,1429.0,50.0,3.5,375.27,3.8105898,2006.0
7883,369.0,10.0,2.69,,,
4416,386.0,0.0,0.0,,,
7999,7580.0,79.0,1.04,65.9,114.71927,
6369,2278.0,110.0,4.87,253.7,8.912101,
6138,1112.0,35.0,3.1,,,
9107,2474.0,120.0,4.76,349.43,7.211745,2361.818
1433,1048.0,40.0,3.78,83.2,12.728366,
7277,327.0,8.0,2.45,,,
3623,1006.0,32.5,3.19,42.1,24.204277,
2301,1574.0,74.0,4.64,160.8,9.925373,
7506,1355.0,25.0,1.85,,,
9837,1779.0,72.0,4.12,98.5,17.746193,
4251,1281.0,50.0,3.9,147.75,8.670051,
9692,1994.0,85.0,4.17,152.7,13.359529,
8012,1124.5,28.0,2.49,305.15,3.68835,1375.0
1950,4495.0,127.0,2.81,178.1,25.350925,5400.0
6875,12100.0,260.0,2.1,275.07,45.006725,8266.667
1870,1858.0,100.0,5.33,,,
3723,2388.0,10.0,42.0,,,
3909,216.0,0.0,0.0,,,
2981,1971.0,56.0,2.73,,,
3842,994.0,20.0,2.02,,,
6877,6290.0,150.0,2.37,521.6,12.116565,
1904,5200.0,198.0,3.83,,,
7042,596.0,22.0,3.72,,,
6140,1365.0,34.0,2.53,53.17,25.258606,1300.0
1929,1114.0,50.0,4.5,95.9,11.584984,1550.0
9605,5650.0,12.0,20.0,207.31,28.459795,5650.0
6081,196.0,0.0,0.0,26.95,7.1243043,
4401,4243.0,120.0,2.8,274.18,15.653951,4648.3335
6620,662.0,0.0,0.0,,,
6306,852.0,42.0,4.91,,,
6287,2185.0,80.0,3.64,234.4,9.372868,2800.0
7038,559.0,0.0,0.0,,,
3625,598.0,8.0,1.33,,,
7811,1935.0,74.0,3.87,229.85,8.327169,
9612,1330.0,40.0,3.05,,,
1982,3070.0,100.0,3.21,,,
7986,1877.0,30.0,1.6,,,
2669,3985.0,38.0,96.0,,,
3242,531.0,22.0,4.16,43.0,12.302325,
6199,1190.0,17.4,1.49,174.6,6.6666665,
4042,2698.0,100.0,3.64,220.82,12.453582,2616.25
3035,779.0,20.0,2.55,,,
4849,1238.0,68.3,5.48,198.45,6.2836986,1276.0
3998,314.0,0.0,0.0,59.8,5.2341137,
9242,1854.0,25.0,1.34,,,
6458,1239.0,50.0,4.07,351.7,3.491612,
3001,2526.0,60.0,2.37,,,
7413,2520.0,40.0,1.59,,,
4064,3175.0,134.0,4.17,231.1,13.890091,
3467,2455.0,280.0,11.08,,,
3486,1803.0,100.0,5.56,,,
8037,3580.0,130.0,3.61,297.6,12.113575,
5355,649.0,20.0,3.07,,,
7990,2558.0,100.0,3.82,172.75,15.154848,2400.0
7984,817.9000244140625,24.5,2.98,213.25,3.8504102,983.3333
9165,1856.0,94.0,5.02,,,
3733,10530.0,170.0,1.63,1108.8,9.379509,
8157,4120.0,190.0,4.65,,,
9740,2563.0,61.0,2.35,236.6,10.989011,3005.0
4206,3423.0,140.0,4.06,262.63,13.136352,4316.6665
7226,2192.0,120.0,5.45,167.9,13.103038,4200.0
2136,1397.0,71.0,5.06,,,
1663,4225.0,30.0,73.0,150.1,27.448366,
7309,16600.0,363.0,2.2,920.36,17.9332,17248.363
5444,11530.0,400.0,3.39,881.03,13.376389,12000.0
6648,1736.0,66.0,3.84,,,
4929,734.0,12.0,1.64,,,
9743,1380.0,72.0,5.16,74.4,18.75,
3371,1644.0,62.0,3.82,,,
6612,570.0,0.0,0.0,,,
3926,253.0,0.0,0.0,6.1,41.639343,
4052,252.0,0.0,0.0,12.3,20.975609,
7244,536.0,18.0,3.3,64.1,8.50234,550.0
4634,4135.0,120.0,2.86,375.33,11.163509,4400.0
3195,471.0,0.0,0.0,,,
4262,1387.0,64.0,4.65,,,
6255,818.0,10.0,1.2,85.8,9.696969,
6277,5300.0,130.0,2.47,462.6,11.392131,
6470,1155.0,30.0,2.57,45.1,25.875832,
7416,678.0,15.5,2.29,,,
6185,380.0,0.0,0.0,,,
7284,1288.0,50.0,3.85,,,
3817,4560.0,240.0,5.3,,,
5965,1170.0,40.0,3.39,,,
4479,838.0,0.0,0.0,1.6,518.75,
9240,452.0,0.0,0.0,,,
2296,4900.0,155.0,3.16,281.81,17.423086,4933.3335
4114,2048.5,126.0,6.1,97.59,21.14971,2150.0
1783,57.0,0.0,0.0,,,
4530,6040.0,88.0,1.46,219.8,27.479527,4300.0
4633,2375.0,100.0,4.26,271.0,8.6642065,2600.0
6171,390.0,12.0,3.08,31.7,12.302839,
5367,1149.0,23.0,1.59,88.0,16.46591,
4044,3925.0,170.0,4.14,407.55,10.072384,4400.0
3107,3393.0,110.0,3.21,298.8,11.452477,3500.0
6633,343.0,10.0,2.94,,,
3969,1352.0,36.0,2.67,,,
8079,3975.0,90.0,2.24,222.6,18.014376,
3996,206.0,0.0,0.0,,,
7819,842.0,33.0,3.8,,,
6586,5642.0,209.0,3.78,246.07,22.489534,6480.769
7057,891.0,33.0,3.68,,,
7596,2184.0,52.0,2.36,,,
3181,960.0,11.0,1.13,,,
9347,2754.0,60.0,2.18,,,
4886,2914.0,66.0,2.25,170.48,17.186768,2500.0
3028,1998.0,50.0,2.47,128.4,15.778817,
3132,3091.0,80.0,2.57,273.24,11.381936,
3659,2266.5,60.0,2.68,167.26,13.3923235,3299.5557
9401,5728.0,100.0,1.72,215.84,26.913454,6123.3335
9036,1355.0,20.0,1.48,,,
5970,2178.0,98.0,4.43,278.5,7.942549,1880.0
3675,579.0,15.0,2.62,,,
3070,92.0,0.0,0.0,,,
3912,1098.0,51.0,4.67,106.1,10.301602,
4198,515.0,22.0,4.28,,,
5888,2833.0,73.0,2.56,311.1,9.183542,
2498,3015.0,125.0,4.18,,,
3374,3045.0,110.0,3.6,,,
4031,1187.0,56.0,4.77,,,
7102,3330.0,50.0,1.52,,,
7856,1664.0,80.0,4.84,,,
4440,1136.0,18.0,1.61,,,
5284,2244.0,224.0,9.97,,,
1438,1835.0,40.0,2.18,,,
6363,2746.0,64.0,2.36,229.8,11.814621,2580.0
9788,498.0,34.0,6.81,,,
1979,4475.0,138.0,3.08,381.67,11.724788,3515.0
6424,885.0,23.0,2.6,,,
3945,2171.0,110.0,5.07,,,
1882,1516.0,90.0,5.94,,,
2370,28.0,0.0,0.0,,,
4124,2563.0,46.0,1.8,,,
7374,1553.0,90.0,5.76,154.9,10.090382,
3858,344.0,0.0,0.0,,,
4892,583.0,0.0,0.0,,,
2433,1118.5,32.0,2.86,56.14,19.932312,1183.75
7979,1770.0,55.0,3.05,135.37,13.311665,2450.0
7049,796.0,0.0,0.0,22.2,35.900898,
4205,2164.5,80.0,3.65,119.79,18.277819,2051.111
4078,4235.0,160.0,3.24,271.4,18.201916,
6902,1885.0,74.0,3.88,192.82,9.895239,2228.75
7608,765.0,24.0,3.16,,,
5103,40.0,0.0,0.0,,,
4028,3050.0,160.0,4.8,245.43,13.568024,4230.0
4687,940.0,34.0,3.65,74.3,12.530282,
7505,2087.0,163.0,7.73,,,
5013,3320.0,122.0,3.67,,,
5936,876.0,43.0,4.82,71.0,12.56338,
7048,133.0,0.0,0.0,,,
8283,6630.0,126.0,1.9,,,6650.0
7911,4541.0,58.0,1.27,267.2,17.073353,5880.0
7360,646.0,0.0,0.0,125.9,5.099285,
3569,3260.0,76.0,2.31,262.35,12.559558,4075.0
4113,744.0,6.0,80.0,111.7,6.7144136,
1808,2694.0,100.0,3.69,212.59,12.759302,3261.25
3915,1940.0,17.0,82.0,73.6,28.029892,
4488,2350.0,0.0,0.0,121.7,18.200493,
4197,2310.0,78.0,3.37,,,
4447,438.0,20.0,4.42,,,
4884,411.0,0.0,0.0,,,
4826,478.0,8.0,1.63,,,
1717,910.0,44.0,4.85,81.8,11.088019,
5244,174.0,5.86,3.26,,,
6859,3840.0,140.0,3.53,266.85,14.858535,4200.0
2060,1187.0,52.0,4.33,17.8,67.41573,
5161,3050.0,184.0,5.94,,,
3648,1054.0,36.0,3.43,,,
7943,2967.0,114.0,3.83,268.63,11.089602,4200.0
4642,1488.0,35.0,2.35,,,
7836,80.0,0.0,0.0,,,
2440,120.0,0.0,0.0,-11.5,-10.521739,
4664,842.0,34.0,3.83,,,
6223,2281.0,70.0,3.11,,,
9716,1086.0,44.0,4.04,38.58,28.25298,1950.0
3662,930.0,28.0,2.95,40.2,23.606964,
2480,1699.0,38.0,2.22,,,
4556,2277.0,64.0,2.83,,,
3937,952.0,25.0,2.65,103.5,9.130435,
7963,1880.0,35.0,1.88,,,
