コード,前日終値,配当,配当利回り(%),forwardEPS,予想PER,目標株価
9216,1657.0,77.0,4.72,130.5,12.505747,
2130,1089.0,35.0,3.18,156.83,7.007588,1500.0
4838,695.0,55.0,8.08,,,
4722,1554.0,48.0,3.01,134.13,11.883993,2766.6667
4481,3060.0,126.0,4.06,219.5,14.123007,
3221,3245.0,32.0,1.0,216.9,14.799447,
4151,2464.5,70.0,2.79,138.74,18.055355,2209.0908
3495,2398.0,61.0,2.56,,,
6037,987.0,13.0,1.32,35.9,27.437325,
7832,3677.0,48.0,1.32,169.91,21.428991,4999.375
5105,3672.0,140.0,3.69,389.13,9.742246,4547.273
4528,2394.5,80.0,3.34,169.15,14.144251,2291.6667
3837,1402.0,48.0,3.44,101.8,13.70334,
3626,3428.0,90.0,2.66,232.49,14.542561,4087.5
4582,80.0,0.0,0.0,39.1,1.994885,
3747,535.0,0.0,0.0,,,
4208,2927.5,160.0,5.42,343.42,8.597344,2760.0
5256,2576.0,0.0,0.0,,,
8089,1847.0,96.0,5.18,,,
4596,61.0,0.0,0.0,,,
1515,2302.0,62.0,2.59,,,
8132,7520.0,120.0,1.58,,,
5269,330.0,10.0,3.06,33.1,9.879154,
2980,2448.0,20.0,83.0,154.3,15.5605955,5600.0
4816,2415.0,44.0,1.86,110.55,21.40208,3257.1428
5580,1465.0,0.0,0.0,,,
5572,2328.0,0.0,0.0,,,
2531,2236.5,31.0,1.39,93.6,23.792736,
4848,1525.0,64.0,4.16,152.9,10.071943,
4751,1303.5,19.0,1.47,51.25,25.239025,1841.25
7793,1490.0,35.0,2.31,,,
3562,1528.0,79.0,5.2,111.4,13.635548,
6101,6140.0,98.0,1.55,112.3,56.277824,
3116,2275.5,86.0,3.76,277.15,8.259066,2672.8572
3088,2259.0,56.0,2.47,138.87,16.349825,2979.0
9421,660.0,20.0,3.03,,,
2208,2953.0,44.0,1.51,131.0,22.229008,
3649,765.0,27.0,3.52,58.4,13.116438,
9818,1812.0,29.0,1.6,,,
6235,3860.0,56.0,1.52,175.35,20.986597,5000.0
2726,1391.0,40.0,2.89,194.25,7.119691,2166.6667
9068,7620.0,240.0,3.13,591.3,12.971419,
9256,2703.0,16.0,59.0,,,
5034,2030.0,0.0,0.0,69.25,29.198557,
5108,3391.0,130.0,3.78,558.88,6.1605353,3671.5386
7183,257.0,3.0,1.27,10.8,23.796295,
7059,754.0,45.0,5.95,,,
9941,1151.0,0.0,0.0,,,
9880,4320.0,80.0,1.91,41.5,100.843376,
4912,1605.5,34.0,2.1,69.01,23.467613,2017.5
7867,3058.0,70.0,2.22,215.35,14.669143,3590.0
4345,830.0,30.0,3.63,51.2,16.132812,1160.0
4597,25.0,0.0,0.0,-2.1,-12.380953,
1333,1263.0,46.0,3.63,262.3,4.830347,
6658,468.0,20.0,4.23,,,
5031,630.0,0.0,0.0,,,
6800,5190.0,64.0,1.23,180.42,28.877066,
7570,1352.0,52.0,3.82,,,
2780,5830.0,108.0,1.89,497.8,11.47047,5600.0
2117,2600.0,118.0,4.54,,,
1980,2587.0,86.0,3.25,294.6,8.995248,3600.0
2217,1475.0,16.0,1.07,227.0,6.5638766,
7694,482.0,0.0,0.0,,,
6134,7870.0,190.0,2.39,186.51,42.560722,6516.0
5699,1752.0,32.0,1.86,146.4,11.734973,
8151,2069.0,70.0,3.35,124.11,16.8399,
7840,1222.0,50.0,4.07,,,
5337,716.0,0.0,0.0,,,
3788,1915.0,59.67,3.13,91.2,20.921053,2550.0
9928,1719.0,130.0,7.67,160.4,10.561098,
1921,1844.0,24.0,1.34,,,
6845,1642.0,38.0,2.29,59.39,27.992928,1670.0
3329,2015.0,20.0,99.0,,,
3558,1685.0,30.0,1.8,,,
4193,2220.0,40.0,1.8,144.8,15.310773,2330.0
3140,1042.0,4.0,38.0,,,
6018,6380.0,91.0,1.44,,,
4264,1698.0,0.0,0.0,119.7,14.202172,
1898,1428.0,76.0,5.31,,,
6994,1104.0,28.0,2.13,,,
4985,4640.0,130.0,2.77,144.28,32.575546,5643.3335
4375,738.0,0.0,0.0,-3.2,-229.0625,
7818,1275.0,30.0,2.32,155.85,8.283606,
7177,1145.0,54.76,4.76,,,
1969,4688.0,123.0,2.6,335.23,14.106732,5033.3335
6707,9221.0,0.0,0.0,3243.45,2.8025713,6900.0
6551,538.0,20.0,3.71,,,
6526,2660.0,50.0,1.9,142.88,18.442049,2280.0
3791,1338.0,17.0,1.24,143.55,9.58551,2020.0
6869,1382.0,40.0,2.86,105.88,13.194182,1732.6666
4404,1936.0,70.0,3.61,,,
4979,2678.0,60.0,2.25,,,
7357,1493.0,25.0,1.68,,,
9159,2025.0,0.0,0.0,,,
3664,26.0,0.0,0.0,,,
2809,4033.0,66.0,1.64,178.94,22.50475,4681.25
8929,1336.0,70.0,5.17,115.11,11.762662,
5713,8910.0,208.0,2.29,406.63,22.361853,10371.25
2269,3772.0,110.0,2.92,209.4,17.99427,4144.4443
4825,2106.0,45.0,2.17,289.75,7.1544433,2700.0
4168,729.0,15.0,2.05,,,
9948,3245.0,82.0,2.53,222.3,14.552406,3850.0
4966,23400.0,580.0,2.49,786.2,29.661663,24300.0
2667,205.0,0.0,0.0,,,
8070,790.0,40.0,5.02,,,
4320,1665.0,24.0,1.44,,,
5698,813.0,22.0,2.74,53.0,15.150944,
7033,1354.0,50.0,3.61,131.6,10.524316,
3931,1782.0,25.0,1.38,118.5,15.274261,
7481,2393.0,104.0,4.27,,,
5631,7837.0,92.0,1.2,278.42,27.544716,12370.0
5857,3260.0,135.0,4.0,178.8,18.87584,6400.0
5703,3190.0,100.0,3.16,244.74,12.932091,2400.0
5869,1289.0,62.0,4.87,,,
6471,1245.5,34.0,2.72,58.16,21.47524,1375.0
2593,2856.5,48.0,1.6,169.98,17.6962,3066.6667
3271,1269.0,80.0,6.3,,,
3538,941.0,46.0,4.89,123.7,7.59903,
1417,3888.0,100.0,2.54,217.55,18.078602,4000.0
1723,2332.0,72.0,2.94,,,
8105,102.0,0.0,0.0,,,
2331,1160.5,33.0,2.93,55.93,20.132309,1404.0
4658,1581.0,57.0,3.61,96.0,16.427084,
4928,4330.0,230.0,5.26,247.4,17.663702,4420.0
9417,302.0,10.0,3.28,35.0,8.714286,
4237,348.0,6.0,1.72,,,
4099,6170.0,60.0,96.0,188.5,33.156498,3200.0
6962,950.0,28.0,2.75,46.49,21.918692,605.0
7443,627.0,8.0,1.28,,,
6785,3270.0,120.0,3.5,198.2,17.305752,
4820,496.0,23.0,4.61,34.9,14.297994,
4109,7140.0,180.0,2.58,293.3,23.832254,6050.0
5393,3505.0,60.0,1.7,467.37,7.5550423,3393.34
6996,3545.0,40.0,1.06,89.92,41.92616,2316.6667
2410,2540.0,260.0,10.24,135.9,18.690214,
7261,1128.5,55.0,4.79,274.1,4.1900764,1272.1428
5574,2245.0,0.0,0.0,46.7,48.543896,
2998,453.0,8.0,1.77,204.9,2.2108345,
4975,7380.0,180.0,2.45,283.25,25.913504,5000.0
4579,503.0,0.0,0.0,26.1,19.195402,
7826,8580.0,310.0,3.53,399.22,21.967836,10000.0
6440,566.0,15.0,2.58,33.6,17.32143,
1961,2264.0,65.0,2.81,229.3,10.100306,2833.3333
9556,1725.0,0.0,0.0,401.99,4.30359,3200.0
5027,480.0,2.0,40.0,,,
7081,1291.0,37.0,2.84,,,
6617,8010.0,134.0,1.67,162.1,49.59901,
4182,5401.0,110.0,1.98,276.36,20.06441,4809.091
6584,872.0,28.0,3.11,139.7,6.4352183,
6775,133.0,0.0,0.0,,,
4527,2475.0,50.0,2.1,167.1,14.248952,2907.2727
3741,3905.0,62.0,1.52,113.75,35.868134,
3763,1631.0,42.0,2.61,,,
7939,565.0,45.0,7.96,,,
2317,422.0,18.0,4.31,25.2,16.587301,635.0
8198,3370.0,85.0,2.55,,,
6099,697.0,16.0,2.31,58.7,11.788756,
8139,2459.0,15.0,63.0,,,
6396,3990.0,50.0,1.25,,,
2127,652.0,25.0,3.83,38.82,16.795465,838.0
4575,617.0,0.0,0.0,,,
4398,1242.0,16.0,1.26,127.1,10.015736,
6616,2907.0,56.0,1.99,90.9,30.968096,
1840,224.0,10.0,4.37,,,
4075,1061.0,0.0,0.0,32.8,32.743904,
4812,2064.0,45.0,2.14,284.06,7.3857636,2250.0
9816,292.0,10.0,3.45,,,
3393,2988.0,312.0,10.46,168.7,17.67635,
7606,2500.0,92.0,3.69,213.21,11.702078,2967.5
4536,1880.5,42.0,2.19,108.05,17.727903,2203.3333
4293,570.0,18.0,3.17,25.56,22.1831,516.6667
6622,16370.0,210.0,1.32,662.3,23.931753,15350.0
4199,746.0,0.0,0.0,,,
3105,2388.5,36.0,1.49,109.25,22.050343,2050.0
7068,494.0,10.0,2.05,,,
2379,1707.0,97.0,5.54,199.67,8.7644615,1741.6666
3936,171.0,0.0,0.0,88.0,1.875,
3989,990.0,55.0,5.57,60.4,16.341059,
4015,447.0,0.0,0.0,,,
5586,798.0,0.0,0.0,,,
4118,5338.0,210.0,3.8,437.61,12.616257,4966.6665
4684,4036.0,94.0,2.36,160.02,24.928133,5042.3076
2459,196.0,0.0,0.0,,,
9238,551.0,12.5,1.72,,,
6058,1386.0,36.0,2.56,110.55,12.736318,
3823,36.0,0.0,0.0,,,
5287,910.0,42.0,4.67,,,
5028,361.0,0.0,0.0,,,
6856,26135.0,300.0,1.14,965.63,27.19986,24071.428
9602,1224.5,22.0,1.79,245.92,4.99756,1732.2222
9960,3720.0,172.0,4.59,255.2,14.674765,
4446,646.0,0.0,0.0,,,
2749,610.0,26.0,4.28,77.8,7.81491,
4493,1708.0,6.0,33.0,81.9,22.454212,
3712,988.0,24.0,2.46,,,
2801,1399.5,25.0,1.79,64.27,21.674189,1654.1666
4063,7351.0,106.0,1.37,329.73,23.528341,7306.875
4055,2198.0,11.0,53.0,75.2,27.5133,
9517,824.0,22.0,2.71,42.16,19.259962,853.3333
7636,798.0,30.0,3.75,77.4,10.348837,
7236,14850.0,80.0,54.0,,,
9759,2557.5,97.0,3.8,152.5,16.721312,4200.0
7461,445.0,14.0,3.1,,,
3323,74.0,1.2,1.67,,,
7283,1888.0,80.0,4.2,205.3,9.283975,2400.0
7719,517.0,0.0,0.0,,,
3762,1862.0,64.0,3.52,124.05,14.663442,2740.0
7089,1567.0,0.0,0.0,175.1,8.669332,
4192,282.0,0.0,0.0,12.5,23.04,
2804,1730.0,50.0,2.89,,,
3804,476.0,11.0,2.36,111.0,4.1981983,
4813,503.0,0.0,0.0,15.4,32.272728,
6055,2051.0,70.0,3.41,105.34,19.489273,2200.0
9560,709.0,22.0,3.08,,,
5612,1535.0,50.0,3.25,,,
7774,627.0,0.0,0.0,14.5,42.482758,
9936,2680.0,56.0,2.08,145.43,18.551882,3250.0
3708,1772.0,94.0,5.24,401.6,4.4671316,
6254,4715.0,110.0,2.4,234.88,19.541893,5300.0
5334,9946.0,210.0,2.07,485.05,20.956602,7933.5
6023,3010.0,69.0,2.34,,,
4382,720.0,0.0,0.0,13.3,53.7594,
6086,1070.0,22.0,2.08,104.05,10.148967,
4495,2007.0,36.0,1.8,127.4,15.737833,
4584,158.0,0.0,0.0,10.3,15.145631,450.0
4286,1093.0,31.0,2.78,68.7,16.229986,
4923,1086.0,19.05,1.74,55.27,19.79374,
8282,2048.5,48.0,2.29,98.53,21.272709,1780.0
5905,1336.0,40.0,2.99,,,
5285,1277.0,126.0,9.85,,,
1431,643.0,6.4,1.0,,,
5333,6129.0,106.0,1.68,199.52,31.655973,5034.2856
7906,2431.0,28.0,1.19,123.93,19.059147,4500.0
4347,1845.0,65.0,3.47,131.9,14.184989,
6727,842.0,24.0,2.84,62.17,13.60785,1300.0
9385,700.0,70.0,10.13,,,
3840,57.0,0.0,0.0,,,
9691,5180.0,44.0,85.0,,,
3031,637.0,22.0,3.4,51.4,12.607003,
2201,2493.0,70.0,2.81,196.96,12.649776,3100.0
4189,2764.0,110.0,3.96,254.9,10.898392,3300.0
6545,723.0,25.0,3.49,52.8,13.579546,
1801,14295.0,380.0,2.71,476.0,29.432774,18057.143
1951,2855.0,80.0,2.81,118.39,24.039192,2750.0
5885,2998.0,29.0,97.0,,,
9436,3585.0,70.0,1.97,326.8,10.862913,2709.5
1942,6590.0,130.0,1.99,169.56,38.558624,6257.143
3845,246.0,0.0,0.0,,,
4165,558.0,0.0,0.0,4.19,134.6062,
4828,1063.0,42.0,4.0,250.5,4.1956086,
7378,1582.0,40.33,2.61,55.0,28.10909,
8919,3425.0,90.0,2.59,135.77,25.557928,3757.1428
3633,1650.0,372.0,22.59,107.1,15.378152,
3660,366.0,1.0,27.0,25.4,14.64567,
8783,106.0,0.0,0.0,,,
6548,115.0,0.0,0.0,,,
4583,84.0,0.0,0.0,-29.4,-2.7891157,
8167,1253.0,40.0,3.2,,,
5992,3915.0,90.0,2.2,72.2,56.57895,
7259,2323.5,75.0,3.11,228.29,10.57208,2866.923
4043,4730.0,120.0,2.35,420.72,12.138715,4323.3335
2321,152.0,0.0,0.0,,,
6473,2116.0,70.0,3.23,125.63,17.241106,2242.5
1909,3745.0,22.5,60.0,492.5,7.593909,
7729,17595.0,276.0,1.59,609.85,28.507011,17814.285
4538,2033.0,90.0,4.42,,,
4441,1199.0,20.0,1.68,59.5,20.0,
9435,36900.0,780.0,2.13,2233.36,16.365475,44460.0
4056,250.0,0.0,0.0,427.0,0.5761124,
9989,3679.0,132.0,3.64,274.42,13.216966,4802.857
6614,1010.0,30.0,3.06,146.0,6.712329,
4549,2937.0,58.0,1.95,91.4,32.48359,
4437,943.0,10.0,1.07,,,
6330,2119.0,25.0,1.24,113.2,17.853357,830.0
9039,2809.0,174.0,6.08,242.25,11.810114,3100.0
1948,11470.0,110.0,96.0,,,
8097,2109.0,100.0,4.71,,,
5029,730.0,0.0,0.0,,,
6573,29.0,0.0,0.0,,,
5384,3875.0,77.0,1.94,489.56,8.088896,3447.5
7995,8100.0,170.0,2.07,364.1,22.521284,6300.0
4396,998.0,31.0,3.12,165.55,6.004228,
9561,415.0,0.0,0.0,,,
3683,1087.0,35.0,3.22,,,
8923,1633.0,55.0,3.42,257.95,6.233766,1997.5
3317,1395.0,17.0,1.24,,,
4896,709.0,0.0,0.0,,,
7730,1730.0,41.0,2.34,74.14,23.630968,1886.4286
9342,764.0,0.0,0.0,,,
7317,1108.0,10.0,92.0,53.4,20.749063,
6696,306.0,0.0,0.0,,,
5575,674.0,0.0,0.0,,,
6301,6441.0,190.0,2.89,424.68,15.486955,6372.5
4242,1611.0,60.0,3.51,,,
6855,7910.0,80.0,1.03,308.8,25.032385,
4676,3728.0,200.0,5.3,164.81,22.899096,
9554,1669.0,0.0,0.0,63.5,25.905512,
9757,1073.0,48.0,4.47,138.9,7.7393813,1300.0
6555,449.0,0.0,0.0,,,
7564,7570.0,89.0,1.12,213.58,37.36305,7292.222
6323,3901.0,20.0,51.0,137.46,28.611958,4550.0
4968,1444.0,52.0,3.5,171.4,8.663944,
6490,9680.0,160.0,1.7,489.1,19.23942,10065.0
7291,471.0,25.0,5.26,,,
3964,1446.0,42.0,3.07,176.8,7.7319,1415.0
6268,5509.0,82.0,1.48,107.88,51.28847,5154.5454
6407,6790.0,81.0,1.23,252.2,26.011103,5902.727
3038,2665.0,32.0,1.18,102.66,26.407558,4068.889
7345,1000.0,8.0,81.0,,,
7944,4590.0,170.0,3.72,326.82,13.9832325,5066.6665
3539,1259.0,24.0,1.89,197.5,6.435443,
4425,1786.0,0.0,0.0,-11.45,-159.91267,
2270,3435.0,100.0,2.86,216.07,16.175314,3900.0
6866,12140.0,200.0,1.64,488.4,24.979525,
3696,1743.0,60.0,3.34,61.6,29.188313,
1436,1809.0,15.0,83.0,,,
9913,3370.0,79.0,2.35,,,
5254,4050.0,0.0,0.0,209.6,18.32061,
7812,2000.0,122.0,6.1,,,
6315,3110.0,24.0,80.0,193.18,15.555441,3250.0
2156,271.0,6.0,2.17,,,
4397,384.0,0.0,0.0,4.9,78.57143,
9882,1626.0,68.0,4.11,,,
8836,24.0,0.0,0.0,,,
4092,4715.0,120.0,2.46,385.4,12.636222,
4180,918.0,2.3,24.0,46.28,20.527225,880.0
9697,3093.0,46.0,1.53,135.86,22.199324,4316.4707
6954,7976.0,107.09,1.36,173.11,45.589508,7379.5
2997,945.0,0.0,0.0,,,
2163,1944.0,86.0,4.43,85.6,22.686916,
9744,3011.0,181.0,6.01,173.58,17.35799,3290.0
4288,429.0,5.0,1.16,,,
4499,3320.0,0.0,0.0,143.3,24.91277,
1446,525.0,10.0,1.9,,,
5351,1917.0,90.0,4.69,233.3,8.225461,
5616,699.0,0.0,0.0,,,
4371,1395.0,21.0,1.47,117.3,12.173913,
9658,1011.0,47.0,4.54,,,
4019,580.0,8.0,1.41,22.1,25.610859,
2124,854.0,38.0,4.49,142.25,5.9543056,1300.0
3694,436.0,0.0,0.0,22.7,20.132158,
8056,4560.0,140.0,3.05,286.61,16.007816,5500.0
4194,7574.0,0.0,0.0,432.47,18.151548,11412.5
3191,2209.0,84.0,3.76,134.3,16.626955,
4369,3735.0,35.0,93.0,168.9,22.3209,4032.5
6955,447.0,0.0,0.0,,,
5252,785.0,14.0,1.8,,,
7368,1675.0,64.0,3.79,114.4,14.755244,
2685,3200.0,90.0,2.76,304.23,10.715576,3185.0
4444,850.0,0.0,0.0,,,
4073,494.0,0.0,0.0,,,
4484,267.0,6.0,2.24,,,
7036,678.0,34.0,5.07,120.0,5.5833335,
6632,1126.0,20.0,1.8,108.3,10.272391,1650.0
4021,7437.0,212.0,2.82,322.46,23.28661,6866.6665
3177,3395.0,135.0,3.96,,,
4246,1067.0,58.0,5.31,96.35,11.333679,700.0
3914,2658.0,0.0,0.0,,,
2211,2322.0,30.0,1.28,58.2,40.309277,
7599,1323.0,42.43,3.13,150.05,9.023659,1837.5
3979,403.0,4.3,1.1,137.5,2.8363636,
6965,2818.0,38.0,1.33,84.34,33.945934,1878.5714
6861,75250.0,550.0,69.0,1867.39,42.89945,83256.25
7581,5240.0,30.0,56.0,277.77,19.224539,6800.0
6819,467.0,20.0,4.28,,,
3433,3225.0,86.0,2.76,136.2,22.90749,3400.0
6200,626.0,29.5,4.83,57.56,10.61501,1366.6666
2970,1135.0,0.0,0.0,,,
6208,1927.0,20.0,1.05,,,
2375,205.0,2.0,96.0,28.2,7.4113474,
6368,15945.0,44.0,28.0,453.35,35.204586,20450.0
6457,4080.0,154.0,3.77,191.4,21.358412,3990.0
6645,5622.0,104.0,1.81,271.07,21.190098,5027.273
7760,2484.0,30.0,1.17,106.2,24.067797,
4539,1630.0,50.0,3.1,,,
5341,224.0,0.0,0.0,,,
5884,575.0,0.0,0.0,,,
6754,4572.0,50.0,1.1,69.72,65.21802,3080.5557
4419,1257.0,0.0,0.0,17.47,77.218094,
6503,6555.0,60.0,91.0,165.14,39.71176,6157.143
7735,11085.0,230.0,2.07,874.7,12.71293,12790.0
2180,1316.0,26.0,1.98,,,
5588,719.0,3.9,56.0,,,
7198,817.0,40.0,5.0,56.61,14.131779,910.0
9065,8868.0,156.0,1.74,501.47,17.905357,10250.0
9439,247.0,1.0,41.0,,,
6963,5069.0,50.0,92.0,86.89,62.815056,3280.0
1384,2080.0,80.0,3.91,,,
4594,52.0,0.0,0.0,,,
4563,48.0,0.0,0.0,,,
4592,1440.0,0.0,0.0,-40.81,-34.99142,2100.0
8931,1267.0,70.0,5.46,275.7,4.653609,
4937,1600.0,0.0,0.0,,,
4894,5010.0,0.0,0.0,,,
4256,1003.0,0.0,0.0,29.7,33.838383,
3237,69.0,0.0,0.0,,,
3661,600.0,24.0,3.82,59.6,10.553692,
4377,1869.0,34.0,1.76,200.75,9.638854,
2937,1700.0,70.0,4.12,,,
8095,481.0,18.0,3.73,,,
7776,250.0,0.0,0.0,,,
4765,603.0,27.5,4.58,,,
4071,2588.0,100.0,3.81,126.54,20.72072,2750.0
6522,792.0,0.0,0.0,,,
7202,2283.0,94.0,4.0,254.44,9.230074,2594.6155
6757,828.0,40.0,4.85,,,
4196,1479.0,0.0,0.0,80.0,18.4875,
6941,8560.0,150.0,1.72,324.2,26.896976,5400.0
6504,15155.0,214.0,1.39,607.42,25.418985,14580.0
6182,510.0,0.0,0.0,23.6,24.406778,
7088,1699.0,53.0,3.13,59.3,28.650928,
7096,646.0,0.0,0.0,76.1,8.580815,
3695,1650.0,64.21,3.85,150.9,11.040424,
9424,114.0,0.0,0.0,,,
4887,1733.5,56.0,3.2,171.17,10.217912,2566.6667
4598,156.0,0.0,0.0,-18.5,-8.594595,
3727,144.0,2.0,1.4,,,
3854,2570.0,66.0,2.59,78.45,32.51753,3500.0
6506,7150.0,72.0,1.0,204.89,35.17985,6409.4116
7868,695.0,13.34,2.25,43.2,13.726851,
4082,2230.0,30.0,1.31,61.6,37.224026,
2597,1079.0,10.0,93.0,,,
4570,1080.0,7.5,70.0,,,
4771,2538.0,60.0,2.38,70.5,35.70213,
2894,324.0,8.0,2.46,,,
3521,150.0,5.0,3.31,,,
4442,402.0,4.0,99.0,38.6,10.4922285,
1815,4695.0,223.0,4.86,232.2,19.767443,
6597,4885.0,32.0,63.0,107.1,47.338936,
8230,312.0,15.0,4.79,,,
5332,7355.0,120.0,1.56,244.03,31.463345,6547.778
6674,6470.0,98.0,1.49,283.32,23.15403,6605.5557
4578,11120.0,140.0,1.2,519.18,22.564428,12525.0
3769,8467.0,170.0,1.94,271.35,32.279343,9928.182
1419,3310.0,125.0,4.08,,,3300.0
4422,717.0,0.0,0.0,,,
4412,1361.0,1.0,8.0,,,
4418,726.0,0.0,0.0,22.6,31.327433,
5817,1042.0,15.0,1.49,,,
4431,2235.0,20.0,86.0,87.1,26.62457,3000.0
7041,269.0,9.0,3.36,,,
6568,1224.0,33.0,2.72,145.1,8.3528595,
5985,1773.0,30.0,1.76,,,
9412,4525.0,48.0,1.07,69.85,63.994274,4107.6665
4379,453.0,0.0,0.0,,,
4386,838.0,34.0,3.97,,,
3091,4170.0,28.0,66.0,162.8,25.890663,4550.0
5032,2838.0,80.0,2.78,191.8,14.994786,5707.5
4478,2064.0,0.0,0.0,27.54,76.68845,3420.9092
6278,21660.0,130.0,59.0,384.95,57.202232,18200.0
6383,7296.0,82.0,1.12,143.62,50.905167,7380.0
6226,2122.0,38.0,1.82,70.4,29.701704,2750.0
6702,3505.0,55.0,1.63,151.7,22.201714,4522.3076
9343,795.0,12.0,1.51,280.1,2.8454123,
9946,1782.0,20.0,1.11,-25.2,-71.468254,
7463,937.0,40.0,4.32,,,
3276,1339.0,64.0,4.82,118.0,11.262712,
4587,1119.0,0.0,0.0,113.41,9.761044,2825.0
4766,197.0,5.2,2.65,,,
3496,4075.0,126.0,3.05,178.5,23.109243,
4732,1770.0,55.0,3.13,78.2,22.474426,1983.3334
6376,3235.0,50.0,1.61,122.3,25.388388,3320.0
4022,1860.0,36.0,1.83,340.6,5.7662945,
9793,4150.0,86.0,2.13,145.53,27.726242,4700.0
7073,2300.0,55.0,2.39,,,
7082,1416.0,0.0,0.0,93.5,15.144385,
6367,23540.0,360.0,1.55,990.25,23.514263,23905.998
4058,2043.0,27.0,1.27,85.0,24.97647,
8032,1153.0,36.0,3.1,671.4,1.7307119,
4107,4295.0,40.0,95.0,961.5,4.3629746,
3415,362.0,7.0,2.01,20.3,17.142859,480.0
9246,1000.0,0.0,0.0,55.4,18.212996,
7356,116.0,0.0,0.0,-19.5,-5.8461537,
7794,1291.0,0.0,0.0,100.6,11.421472,
4519,7740.0,132.0,1.67,235.91,33.453434,10103.333
3372,221.0,0.0,0.0,,,
6481,7519.0,184.0,2.41,195.65,39.049324,6994.615
4016,903.0,30.0,3.32,,,
2668,1251.0,30.0,2.36,,,
3850,2548.0,150.0,5.88,113.5,22.46696,
4482,733.0,18.0,2.45,32.22,22.811916,
3093,1879.0,44.0,2.37,136.6,13.601756,
4415,1232.0,42.32,3.31,,,
5344,72170.0,110.0,15.0,1925.02,38.669727,76800.0
5038,1877.0,21.0,1.11,66.7,28.380812,3140.0
6387,10310.0,60.0,60.0,211.6,47.63705,
6736,9150.0,50.0,54.0,,,
7120,995.0,44.0,4.41,,,
3405,1604.0,54.0,3.29,188.27,8.71355,1723.3334
4179,313.0,0.0,0.0,,,
9686,1585.0,72.0,4.54,,,
6083,1271.0,36.67,2.95,,,
7711,5410.0,52.0,97.0,,,
6532,5428.0,130.0,2.31,250.24,22.442455,7166.6665
3843,1408.0,41.0,2.86,165.7,8.648159,1710.0
4889,1439.0,0.0,0.0,,,
2229,2891.5,69.0,2.38,165.22,17.576565,3016.6667
3446,1859.0,0.0,0.0,89.02,20.276342,
9303,3905.0,103.0,2.63,161.02,24.282698,3725.0
5132,1685.0,0.0,0.0,39.1,43.017906,
3987,532.0,0.0,0.0,,,
3968,562.0,18.0,3.24,68.9,8.069666,
2160,2625.0,0.0,0.0,192.53,13.223913,4400.0
3853,2492.0,10.0,42.0,,,
6836,899.0,0.0,0.0,,,
3148,3255.0,90.0,2.81,,,
6629,1144.0,66.0,6.14,84.51,12.720387,
6524,6020.0,40.0,67.0,122.61,48.364735,5200.0
8697,1896.0,61.0,3.13,61.94,31.498224,1950.0
4014,401.0,0.0,0.0,7.7,54.285717,
1812,5773.0,146.0,2.47,266.52,22.16344,7771.4287
1802,3375.0,94.0,2.9,137.96,23.521309,4312.5
5136,1465.0,0.0,0.0,93.3,15.937835,
2736,660.0,7.0,1.08,,,
4847,938.0,37.0,3.94,69.7,13.457676,
3807,99.0,3.0,3.03,,,
2464,319.0,11.0,3.43,,,
3687,2206.0,19.0,70.0,76.3,35.439056,
8225,3320.0,110.0,3.35,,,
6862,2198.0,18.0,82.0,115.8,19.032814,
5802,12005.0,39.0,31.0,221.03,56.937973,12896.0
5592,2755.0,40.0,1.46,,,
7611,2596.0,52.0,1.96,106.1,24.995287,
8125,1699.0,100.0,5.92,103.7,16.29701,
4564,21.0,0.0,0.0,-20.4,-1.0294118,
6652,3495.0,130.0,3.75,200.15,17.312017,3000.0
7376,1204.0,0.0,0.0,,,
4543,2409.5,36.0,1.5,101.83,23.578512,2935.3845
3993,2978.0,0.0,0.0,91.5,34.480873,3850.0
9272,1420.0,0.0,0.0,,,
3891,7100.0,110.0,1.52,221.85,32.58959,
3679,385.0,13.5,3.44,50.6,7.7667985,700.0
4258,3410.0,15.73,47.0,,,
4490,667.0,0.0,0.0,90.5,7.3922653,
4554,2291.0,49.0,2.09,155.6,15.032133,2300.0
7187,1358.0,60.0,4.53,129.4,10.239568,
2413,1376.0,22.0,1.54,71.65,19.87439,2299.2307
4971,10840.0,110.0,1.02,193.87,55.39795,8900.0
9419,298.0,0.0,0.0,59.3,5.0252953,
9271,1018.0,12.0,1.19,,,
7972,2612.0,90.0,3.51,170.7,15.038078,4050.0
2222,2083.0,35.0,1.68,92.02,22.65812,2450.0
7806,7440.0,66.0,88.0,76.87,97.56732,7625.0
6507,14220.0,161.0,1.17,361.8,38.004425,13366.667
3359,510.0,10.0,1.97,38.4,13.203124,
8160,2282.0,30.0,1.29,,,
3939,504.0,9.0,1.8,27.8,17.985613,
9168,380.0,21.0,5.43,76.0,5.0921054,660.0
9552,807.0,5.0,57.0,202.38,4.363079,765.0
6305,5234.0,190.0,3.65,429.68,12.099702,5803.3335
4392,2019.0,10.0,56.0,,,
3697,661.2999877929688,0.0,0.0,734.56,0.95526576,1158.3334
9418,1598.0,17.0,1.06,309.33,5.188634,2222.5
3065,1612.0,5.0,31.0,,,
4186,10880.0,80.0,73.0,195.19,56.406578,10900.0
6590,5180.0,128.0,2.47,744.2,6.9604945,5833.3335
9241,1260.0,0.0,0.0,,,
3498,5900.0,165.0,2.71,1485.2,4.0937247,12133.333
4776,2514.0,50.0,1.97,62.4,40.689102,4000.0
5381,1059.0,10.0,95.0,,,
