コード,銘柄名,業種33,規模,新業種,method
3779,ジェイ・エスコムホールディングス,情報・通信業,-,,
4674,クレスコ,情報・通信業,TOPIX Small 2,,
7875,竹田ｉＰホールディングス,その他製品,-,,
5139,オープンワーク,情報・通信業,-,,
4974,タカラバイオ,化学,TOPIX Small 1,,
6413,理想科学工業,機械,TOPIX Small 2,,
3179,シュッピン,小売業,TOPIX Small 2,,
5901,東洋製罐グループホールディングス,金属製品,TOPIX Mid400,金属製品・金属加工,rule
6960,フクダ電子,電気機器,-,,
1776,三井住建道路,建設業,-,,
4216,旭有機材,化学,TOPIX Small 1,,
4486,ユナイトアンドグロウ,情報・通信業,-,,
6357,三精テクノロジーズ,機械,-,,
7093,アディッシュ,サービス業,-,,
3667,ｅｎｉｓｈ,情報・通信業,-,,
2286,林兼産業,食料品,-,,
2148,アイティメディア,サービス業,TOPIX Small 2,,
9340,アソインターナショナル,サービス業,-,,
6403,水道機工,機械,-,,
8908,毎日コムネット,不動産業,-,,
6563,みらいワークス,サービス業,-,,
4020,ビートレンド,情報・通信業,-,,
480A,リブ・コンサルティング,サービス業,-,,
8074,ＹＵＡＳＡ,卸売業,TOPIX Small 1,,
2708,久世,卸売業,-,,
6460,セガサミーホールディングス,機械,TOPIX Mid400,,
5987,オーネックス,金属製品,-,金属製品・金属加工,rule
4290,プレステージ・インターナショナル,サービス業,TOPIX Small 1,,
3151,バイタルケーエスケー・ホールディングス,卸売業,TOPIX Small 2,,
334A,ビジュアル・プロセッシング・ジャパン,情報・通信業,-,,
9101,日本郵船,海運業,TOPIX Large70,貨物・物流・倉庫,rule
5949,ユニプレス,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
7893,プロネクサス,その他製品,TOPIX Small 2,,
4845,スカラ,情報・通信業,TOPIX Small 2,,
3672,オルトプラス,情報・通信業,-,,
5570,ジェノバ,情報・通信業,-,,
5582,グリッド,情報・通信業,-,,
6093,エスクロー・エージェント・ジャパン,サービス業,-,,
6904,原田工業,電気機器,-,,
1963,日揮ホールディングス,建設業,TOPIX Mid400,,
7822,永大産業,その他製品,-,,
6135,牧野フライス製作所,機械,TOPIX Small 1,,
4428,シノプス,情報・通信業,-,,
332A,ミーク,情報・通信業,-,,
4973,日本高純度化学,化学,TOPIX Small 2,,
7637,白銅,卸売業,TOPIX Small 2,,
9381,エーアイテイー,倉庫・運輸関連業,TOPIX Small 2,貨物・物流・倉庫,rule
5922,那須電機鉄工,金属製品,-,金属製品・金属加工,rule
3153,八洲電機,卸売業,TOPIX Small 2,,
9346,ココルポート,サービス業,-,,
4074,ラキール,情報・通信業,-,,
5471,大同特殊鋼,鉄鋼,TOPIX Mid400,鉄鋼・非鉄金属,rule
2307,クロスキャット,情報・通信業,TOPIX Small 2,,
4450,パワーソリューションズ,情報・通信業,-,,
1726,ビーアールホールディングス,建設業,TOPIX Small 2,,
1885,東亜建設工業,建設業,TOPIX Small 1,,
3004,神栄,卸売業,-,,
7715,長野計器,精密機器,TOPIX Small 2,計測・分析・光学機器,rule
5331,ノリタケ,ガラス・土石製品,TOPIX Small 1,ガラス・セラミックス・ゴム,rule
7522,ワタミ,小売業,TOPIX Small 2,,
6266,タツモ,機械,TOPIX Small 2,,
9353,櫻島埠頭,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
4175,ｃｏｌｙ,情報・通信業,-,,
2266,六甲バター,食料品,TOPIX Small 2,,
7740,タムロン,精密機器,TOPIX Small 1,計測・分析・光学機器,rule
1871,ピーエス・コンストラクション,建設業,TOPIX Small 2,,
6486,イーグル工業,機械,TOPIX Small 1,,
4045,東亞合成,化学,TOPIX Mid400,,
2429,ワールドホールディングス,サービス業,TOPIX Small 2,,
7745,Ａ＆Ｄホロンホールディングス,精密機器,TOPIX Small 1,計測・分析・光学機器,rule
3106,倉敷紡績,繊維製品,TOPIX Small 1,繊維・紙パルプ,rule
340A,ジグザグ,情報・通信業,-,,
6298,ワイエイシイホールディングス,機械,TOPIX Small 2,,
6087,アビスト,サービス業,-,,
6436,アマノ,機械,TOPIX Mid400,,
7731,ニコン,精密機器,TOPIX Mid400,計測・分析・光学機器,rule
5247,ＢＴＭ,情報・通信業,-,,
6080,Ｍ＆Ａキャピタルパートナーズ,サービス業,TOPIX Small 1,,
2926,篠崎屋,食料品,-,,
6044,三機サービス,サービス業,-,,
7138,ＴＯＲＩＣＯ,小売業,-,,
4370,モビルス,情報・通信業,-,,
6835,アライドテレシスホールディングス,電気機器,-,,
3686,ディー・エル・イー,情報・通信業,-,,
6837,京写,電気機器,-,,
5134,ＰＯＰＥＲ,情報・通信業,-,,
4477,ＢＡＳＥ,情報・通信業,-,,
1414,ショーボンドホールディングス,建設業,TOPIX Mid400,,
3865,北越コーポレーション,パルプ・紙,TOPIX Small 1,繊維・紙パルプ,rule
6046,リンクバル,サービス業,-,,
1718,美樹工業,建設業,-,,
3920,アイビーシー,情報・通信業,-,,
2689,オルバヘルスケアホールディングス,卸売業,-,,
2892,日本食品化工,食料品,-,,
3836,アバントグループ,情報・通信業,TOPIX Small 2,,
3173,Ｃｏｍｉｎｉｘ,卸売業,-,,
9405,朝日放送グループホールディングス,情報・通信業,TOPIX Small 2,,
3560,ほぼ日,小売業,-,,
1418,インターライフホールディングス,建設業,-,,
7912,大日本印刷,その他製品,TOPIX Mid400,,
5071,ヴィス,サービス業,-,,
6176,ブランジスタ,サービス業,-,,
7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,サービス業,-,,
4420,イーソル,情報・通信業,TOPIX Small 2,,
6258,平田機工,機械,TOPIX Small 1,,
3452,ビーロット,不動産業,-,,
3925,ダブルスタンダード,情報・通信業,TOPIX Small 2,,
9551,メタウォーター,電気・ガス業,TOPIX Small 1,資源・エネルギー・農林水産,rule
4576,デ・ウエスタン・セラピテクス研究所,医薬品,-,医薬品・バイオ,rule
4046,大阪ソーダ,化学,TOPIX Small 1,,
9765,オオバ,サービス業,-,,
3844,コムチュア,情報・通信業,TOPIX Small 1,,
5288,アジアパイルホールディングス,ガラス・土石製品,TOPIX Small 2,ガラス・セラミックス・ゴム,rule
6113,アマダ,機械,TOPIX Mid400,,
3036,アルコニックス,卸売業,TOPIX Small 1,,
3294,イーグランド,不動産業,-,,
2811,カゴメ,食料品,TOPIX Mid400,,
2764,ひらまつ,小売業,-,,
2173,博展,サービス業,-,,
3475,グッドコムアセット,不動産業,TOPIX Small 2,,
4917,マンダム,化学,TOPIX Small 1,,
5867,エスネットワークス,サービス業,-,,
9790,福井コンピュータホールディングス,情報・通信業,TOPIX Small 2,,
4641,アルプス技研,サービス業,TOPIX Small 2,,
9832,オートバックスセブン,卸売業,TOPIX Small 1,,
9610,ウィルソン・ラーニング　ワールドワイド,サービス業,-,,
4366,ダイトーケミックス,化学,-,,
6331,三菱化工機,機械,TOPIX Small 1,,
3798,ＵＬＳグループ,情報・通信業,-,,
7456,松田産業,卸売業,TOPIX Small 1,,
4733,オービックビジネスコンサルタント,情報・通信業,TOPIX Mid400,,
3634,ソケッツ,情報・通信業,-,,
4318,クイック,サービス業,TOPIX Small 2,,
7779,ＣＹＢＥＲＤＹＮＥ,精密機器,-,計測・分析・光学機器,rule
3169,ミサワ,小売業,-,,
6952,カシオ計算機,電気機器,TOPIX Mid400,,
1939,四電工,建設業,TOPIX Small 2,,
5644,メタルアート,鉄鋼,-,鉄鋼・非鉄金属,rule
5851,リョービ,非鉄金属,TOPIX Small 1,鉄鋼・非鉄金属,rule
9869,加藤産業,卸売業,TOPIX Small 1,,
6347,プラコー,機械,-,,
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,医薬品,-,医薬品・バイオ,rule
8117,中央自動車工業,卸売業,-,,
6035,アイ・アールジャパンホールディングス,サービス業,TOPIX Small 2,,
7552,ハピネット,卸売業,TOPIX Small 1,,
2294,柿安本店,食料品,TOPIX Small 2,,
7994,オカムラ,その他製品,TOPIX Small 1,,
7476,アズワン,卸売業,TOPIX Mid400,,
5599,Ｓ＆Ｊ,情報・通信業,-,,
7490,日新商事,卸売業,-,,
6273,ＳＭＣ,機械,TOPIX Large70,,
3542,ベガコーポレーション,小売業,-,,
1833,奥村組,建設業,TOPIX Small 1,,
7809,壽屋,その他製品,-,,
7987,ナカバヤシ,その他製品,TOPIX Small 2,,
8130,サンゲツ,卸売業,TOPIX Small 1,,
6180,ＧＭＯメディア,サービス業,-,,
8061,西華産業,卸売業,TOPIX Small 1,,
9640,セゾンテクノロジー,情報・通信業,-,,
2760,東京エレクトロン　デバイス,卸売業,TOPIX Small 1,,
6237,イワキポンプ,機械,TOPIX Small 2,,
7269,スズキ,輸送用機器,TOPIX Large70,自動車・輸送用機器,rule
5133,テリロジーホールディングス,情報・通信業,-,,
2206,江崎グリコ,食料品,TOPIX Mid400,,
1434,ＪＥＳＣＯホールディングス,建設業,-,,
5033,ヌーラボ,情報・通信業,-,,
4972,綜研化学,化学,-,,
4204,積水化学工業,化学,TOPIX Mid400,,
1721,コムシスホールディングス,建設業,TOPIX Mid400,,
4665,ダスキン,サービス業,TOPIX Mid400,,
2327,日鉄ソリューションズ,情報・通信業,TOPIX Mid400,,
6284,日精エー・エス・ビー機械,機械,TOPIX Small 1,,
9236,ジャパンＭ＆Ａソリューション,サービス業,-,,
7734,理研計器,精密機器,TOPIX Small 1,計測・分析・光学機器,rule
2001,ニップン,食料品,TOPIX Small 1,,
4344,ソースネクスト,情報・通信業,TOPIX Small 2,,
1926,ライト工業,建設業,TOPIX Small 1,,
6961,エンプラス,電気機器,TOPIX Small 2,,
7821,前田工繊,その他製品,TOPIX Small 1,,
7610,テイツー,小売業,-,,
6744,能美防災,電気機器,TOPIX Small 1,,
2922,なとり,食料品,TOPIX Small 2,,
5930,文化シヤッター,金属製品,TOPIX Small 1,金属製品・金属加工,rule
5942,日本フイルコン,金属製品,-,金属製品・金属加工,rule
5955,ワイズホールディングス,金属製品,-,金属製品・金属加工,rule
5250,ＧＭＯプライム・ストラテジー,情報・通信業,-,,
1444,ニッソウ,建設業,-,,
3984,ユーザーローカル,情報・通信業,TOPIX Small 2,,
9087,タカセ,陸運業,-,,
2002,日清製粉グループ本社,食料品,TOPIX Mid400,,
6516,山洋電気,電気機器,TOPIX Small 1,,
6814,古野電気,電気機器,TOPIX Small 1,,
7131,のむら産業,卸売業,-,,
9319,中央倉庫,倉庫・運輸関連業,TOPIX Small 2,貨物・物流・倉庫,rule
1401,エムビーエス,建設業,-,,
5975,東プレ,金属製品,TOPIX Small 1,金属製品・金属加工,rule
4433,ヒト・コミュニケーションズ・ホールディングス,サービス業,TOPIX Small 2,,
3657,ポールトゥウィンホールディングス,情報・通信業,TOPIX Small 2,,
8275,フォーバル,卸売業,TOPIX Small 2,,
9684,スクウェア・エニックス・ホールディングス,情報・通信業,TOPIX Mid400,,
5242,アイズ,情報・通信業,-,,
9368,キムラユニティー,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
7414,小野建,卸売業,TOPIX Small 2,,
3156,レスター,卸売業,TOPIX Small 2,,
6840,ＡＫＩＢＡホールディングス,電気機器,-,,
6810,マクセル,電気機器,TOPIX Small 1,,
4326,インテージホールディングス,情報・通信業,TOPIX Small 2,,
3252,地主,不動産業,TOPIX Small 2,,
7683,ダブルエー,小売業,TOPIX Small 2,,
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,情報・通信業,-,,
3983,オロ,情報・通信業,TOPIX Small 2,,
3935,エディア,情報・通信業,-,,
6579,ログリー,サービス業,-,,
3656,ＫＬａｂ,情報・通信業,TOPIX Small 2,,
9830,トラスコ中山,卸売業,TOPIX Small 1,,
6013,タクマ,機械,TOPIX Small 1,,
9474,ゼンリン,情報・通信業,TOPIX Small 2,,
4261,アジアクエスト,情報・通信業,-,,
9685,ＫＹＣＯＭホールディングス,情報・通信業,-,,
4395,アクリート,情報・通信業,-,,
3489,フェイスネットワーク,不動産業,-,,
7974,任天堂,その他製品,TOPIX Core30,,
8739,スパークス・グループ,証券、商品先物取引業,TOPIX Small 2,証券・保険・その他金融,rule
7874,レック,化学,TOPIX Small 2,,
6653,正興電機製作所,電気機器,-,,
4421,ディ・アイ・システム,情報・通信業,-,,
8008,ヨンドシーホールディングス,小売業,TOPIX Small 1,,
6136,オーエスジー,機械,TOPIX Mid400,,
7246,プレス工業,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
4927,ポーラ・オルビスホールディングス,化学,TOPIX Mid400,,
6728,アルバック,電気機器,TOPIX Mid400,,
7080,スポーツフィールド,サービス業,-,,
3040,ソリトンシステムズ,情報・通信業,TOPIX Small 2,,
2432,ディー・エヌ・エー,情報・通信業,TOPIX Mid400,,
500A,ＴＯブックス,情報・通信業,-,,
6928,エノモト,電気機器,-,,
6195,ホープ,サービス業,-,,
6947,図研,電気機器,TOPIX Small 1,,
5279,日本興業,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
6668,アドテック　プラズマ　テクノロジー,電気機器,-,,
7504,高速,卸売業,TOPIX Small 2,,
478A,フツパー,情報・通信業,-,,
3645,メディカルネット,情報・通信業,-,,
7242,カヤバ,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
2004,昭和産業,食料品,TOPIX Small 2,,
3180,ビューティガレージ,卸売業,TOPIX Small 2,,
9564,ＦＣＥ,サービス業,-,,
7325,アイリックコーポレーション,保険業,-,証券・保険・その他金融,rule
368A,北里コーポレーション,精密機器,TOPIX Small 2,計測・分析・光学機器,rule
3929,ソーシャルワイヤー,情報・通信業,-,,
1965,テクノ菱和,建設業,-,,
6177,ＡｐｐＢａｎｋ,サービス業,-,,
2326,デジタルアーツ,情報・通信業,TOPIX Small 1,,
6543,日宣,サービス業,-,,
2986,ＬＡホールディングス,不動産業,-,,
520A,ジェイファーマ,医薬品,-,医薬品・バイオ,rule
3690,イルグルム,情報・通信業,-,,
3457,Ａｎｄ　Ｄｏホールディングス,不動産業,TOPIX Small 2,,
4057,インターファクトリー,情報・通信業,-,,
8060,キヤノンマーケティングジャパン,卸売業,TOPIX Mid400,,
6045,レントラックス,サービス業,-,,
3652,ディジタルメディアプロフェッショナル,情報・通信業,-,,
7278,エクセディ,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
1975,朝日工業社,建設業,TOPIX Small 1,,
2674,ハードオフコーポレーション,小売業,TOPIX Small 2,,
2303,ドーン,情報・通信業,-,,
6317,北川鉄工所,機械,TOPIX Small 2,,
6144,西部電機,機械,-,,
2586,フルッタフルッタ,食料品,-,,
5310,東洋炭素,ガラス・土石製品,TOPIX Small 1,ガラス・セラミックス・ゴム,rule
7282,豊田合成,輸送用機器,TOPIX Mid400,自動車・輸送用機器,rule
3771,システムリサーチ,情報・通信業,TOPIX Small 2,,
7775,大研医器,精密機器,-,計測・分析・光学機器,rule
2109,ＤＭ三井製糖,食料品,TOPIX Small 1,,
7353,ＫＩＹＯラーニング,サービス業,-,,
1959,クラフティア,建設業,TOPIX Mid400,,
2782,セリア,小売業,-,,
6302,住友重機械工業,機械,TOPIX Mid400,,
6951,日本電子,電気機器,TOPIX Mid400,,
6807,日本航空電子工業,電気機器,TOPIX Small 1,,
7164,全国保証,その他金融業,TOPIX Mid400,証券・保険・その他金融,rule
9746,ＴＫＣ,情報・通信業,TOPIX Small 1,,
3985,テモナ,情報・通信業,-,,
4389,プロパティデータバンク,情報・通信業,-,,
9416,ビジョン,情報・通信業,TOPIX Small 1,,
6768,タムラ製作所,電気機器,TOPIX Small 1,,
7373,アイドマ・ホールディングス,サービス業,-,,
3168,ＭＥＲＦ,卸売業,-,,
8007,高島,卸売業,-,,
3024,クリエイト,卸売業,-,,
7110,クラシコム,小売業,-,,
5621,ヒューマンテクノロジーズ,情報・通信業,-,,
6402,兼松エンジニアリング,機械,-,,
4768,大塚商会,情報・通信業,TOPIX Mid400,,
6745,ホーチキ,電気機器,TOPIX Small 2,,
7839,ＳＨＯＥＩ,その他製品,TOPIX Small 1,,
5714,ＤＯＷＡホールディングス,非鉄金属,TOPIX Mid400,鉄鋼・非鉄金属,rule
2875,東洋水産,食料品,TOPIX Mid400,,
6806,ヒロセ電機,電気機器,TOPIX Mid400,,
