コード,新業種,source
4631,日用化学品・化粧品,summary
9433,通信キャリア・放送,summary
7162,資源・エネルギー・農林水産,det
7850,住宅設備・家具・生活用品,default
7886,機能性化学・先端材料,gics
3454,不動産開発・デベロッパー,default
3946,繊維・紙パルプ,det
5020,資源・エネルギー・農林水産,det
4801,人材サービス・派遣,summary
7354,人材サービス・派遣,summary
211A,ゼネコン・総合建設,summary
9887,飲食チェーン・中食,summary
3133,飲食チェーン・中食,summary
9601,通信キャリア・放送,summary
409A,食品製造・飲料・酒類,gics
7550,食品スーパー・コンビニ,summary
7475,食品スーパー・コンビニ,gics
3484,不動産管理・仲介・賃貸,summary
5889,衣料・家電・専門店,summary
7359,広告・PR・マーケティング,gics
3474,不動産管理・仲介・賃貸,gics
3067,飲食チェーン・中食,summary
7084,教育・研修・資格,summary
8944,不動産管理・仲介・賃貸,summary
2882,調味料・菓子・冷凍食品,summary
245A,飲食チェーン・中食,summary
4553,医薬品・バイオ,det
9722,ホテル・旅行・レジャー,summary
9535,資源・エネルギー・農林水産,det
9539,資源・エネルギー・農林水産,det
9979,飲食チェーン・中食,summary
2384,貨物・物流・倉庫,summary
9973,飲食チェーン・中食,gics
5741,鉄鋼・非鉄金属,det
8194,食品スーパー・コンビニ,summary
2164,エンタメ・スポーツ・その他サービス,default
2404,ホテル・旅行・レジャー,summary
6147,自動化・ロボティクス,summary
9706,不動産管理・仲介・賃貸,summary
3556,EC・通販・無店舗販売,gics
417A,食品スーパー・コンビニ,summary
9221,環境・リサイクル・ビル管理,summary
9249,環境・リサイクル・ビル管理,summary
4565,医薬品・バイオ,det
7119,EC・通販・無店舗販売,summary
8920,ホテル・旅行・レジャー,summary
3543,建材・資材・エネルギー卸,default
9627,食品スーパー・コンビニ,summary
2884,調味料・菓子・冷凍食品,summary
9327,貨物・物流・倉庫,det
9969,飲食チェーン・中食,gics
3864,繊維・紙パルプ,det
2742,食品スーパー・コンビニ,summary
7133,ドラッグストア・HC,summary
4091,基礎化学・石油化学,gics
9720,ホテル・旅行・レジャー,summary
9699,コンサルティング・BPO,summary
463A,不動産管理・仲介・賃貸,summary
3546,ドラッグストア・HC,summary
8892,不動産管理・仲介・賃貸,summary
3068,飲食チェーン・中食,summary
8179,百貨店・総合スーパー,summary
9365,貨物・物流・倉庫,det
9267,ドラッグストア・HC,summary
3967,ソフトウェア・SaaS,summary
4088,基礎化学・石油化学,summary
2340,ホテル・旅行・レジャー,gics
4026,ガラス・セラミックス・ゴム,det
5571,ソフトウェア・SaaS,summary
6141,産業機械・工作機械,summary
1375,資源・エネルギー・農林水産,det
7919,住宅設備・家具・生活用品,default
9997,飲食チェーン・中食,summary
9984,通信キャリア・放送,summary
9628,エンタメ・スポーツ・その他サービス,default
8860,不動産管理・仲介・賃貸,summary
9274,総合商社・貿易,summary
3050,食品スーパー・コンビニ,summary
7241,自動車・輸送用機器,det
8237,百貨店・総合スーパー,summary
9733,教育・研修・資格,summary
7097,医療・介護・福祉サービス,gics
3750,ゲーム・デジタルコンテンツ,summary
2293,食品製造・飲料・酒類,summary
9034,貨物・物流・倉庫,summary
4681,コンサルティング・BPO,summary
3447,金属製品・金属加工,det
9247,コンサルティング・BPO,summary
2734,飲食チェーン・中食,summary
6428,産業機械・工作機械,default
9959,飲食チェーン・中食,summary
4666,不動産管理・仲介・賃貸,summary
3167,建材・資材・エネルギー卸,default
5076,ゼネコン・総合建設,summary
543A,自動車・輸送用機器,det
6565,ホテル・旅行・レジャー,summary
9531,資源・エネルギー・農林水産,det
9890,食品スーパー・コンビニ,summary
2503,食品製造・飲料・酒類,summary
9264,建材・資材・エネルギー卸,default
7247,自動車・輸送用機器,det
7203,自動車・輸送用機器,det
7562,飲食チェーン・中食,summary
4337,ホテル・旅行・レジャー,summary
3395,飲食チェーン・中食,summary
9147,鉄道・バス・旅客運輸,summary
6758,半導体・半導体製造装置,summary
6400,産業機械・工作機械,default
7795,住宅設備・家具・生活用品,default
3397,飲食チェーン・中食,summary
1605,資源・エネルギー・農林水産,det
3222,食品スーパー・コンビニ,summary
4612,日用化学品・化粧品,summary
6570,広告・PR・マーケティング,summary
5902,金属製品・金属加工,det
7271,自動車・輸送用機器,det
386A,衣料・家電・専門店,default
3045,建材・資材・エネルギー卸,default
6092,コンサルティング・BPO,gics
2904,調味料・菓子・冷凍食品,summary
5391,ガラス・セラミックス・ゴム,det
4689,Webプラットフォーム・EC,summary
8276,百貨店・総合スーパー,summary
3197,飲食チェーン・中食,summary
7375,環境・リサイクル・ビル管理,summary
9049,鉄道・バス・旅客運輸,summary
2179,コンサルティング・BPO,summary
7698,食品・農産物卸,gics
9075,貨物・物流・倉庫,summary
7679,ドラッグストア・HC,summary
4506,医薬品・バイオ,det
9211,コンサルティング・BPO,summary
2337,不動産管理・仲介・賃貸,summary
9701,エンタメ・スポーツ・その他サービス,default
3175,飲食チェーン・中食,summary
3174,衣料・家電・専門店,summary
2874,食品・農産物卸,summary
3231,不動産管理・仲介・賃貸,summary
298A,Webプラットフォーム・EC,keyword
6166,自動化・ロボティクス,summary
2300,環境・リサイクル・ビル管理,summary
5283,建材・資材・エネルギー卸,default
428A,飲食チェーン・中食,summary
5989,金属製品・金属加工,det
9974,食品スーパー・コンビニ,summary
5380,ガラス・セラミックス・ゴム,det
6753,半導体・半導体製造装置,summary
9220,医療・介護・福祉サービス,summary
1447,ゼネコン・総合建設,summary
5870,コンサルティング・BPO,summary
2588,食品製造・飲料・酒類,default
9171,貨物・物流・倉庫,det
9635,エンタメ・スポーツ・その他サービス,default
3941,繊維・紙パルプ,det
4657,コンサルティング・BPO,summary
1380,資源・エネルギー・農林水産,det
3063,飲食チェーン・中食,summary
3199,食品スーパー・コンビニ,summary
9557,エンタメ・スポーツ・その他サービス,default
9434,通信キャリア・放送,summary
4241,機能性化学・先端材料,default
7901,住宅設備・家具・生活用品,default
6817,電子部品・デバイス,summary
5998,金属製品・金属加工,det
4409,日用化学品・化粧品,summary
5261,医療・介護・福祉サービス,summary
4760,ホテル・旅行・レジャー,summary
7646,衣料・家電・専門店,summary
8244,百貨店・総合スーパー,summary
7063,広告・PR・マーケティング,summary
2686,衣料・家電・専門店,summary
3392,建材・資材・エネルギー卸,default
5233,ガラス・セラミックス・ゴム,det
4324,広告・PR・マーケティング,summary
9362,貨物・物流・倉庫,det
9201,鉄道・バス・旅客運輸,det
9731,ホテル・旅行・レジャー,summary
6310,建設機械・農業機械,summary
9351,貨物・物流・倉庫,det
5021,資源・エネルギー・農林水産,det
4680,ホテル・旅行・レジャー,summary
9202,鉄道・バス・旅客運輸,det
5411,鉄鋼・非鉄金属,det
4679,エンタメ・スポーツ・その他サービス,default
205A,ゼネコン・総合建設,default
8912,不動産管理・仲介・賃貸,summary
7127,飲食チェーン・中食,summary
4650,ホテル・旅行・レジャー,summary
2791,食品スーパー・コンビニ,gics
9206,鉄道・バス・旅客運輸,det
7502,エンタメ・スポーツ・その他サービス,default
7320,証券・保険・その他金融,det
9616,ホテル・旅行・レジャー,summary
9250,コンサルティング・BPO,summary
4040,日用化学品・化粧品,summary
3034,ドラッグストア・HC,summary
352A,ホテル・旅行・レジャー,summary
9850,飲食チェーン・中食,summary
9978,衣料・家電・専門店,gics
9009,鉄道・バス・旅客運輸,summary
4228,機能性化学・先端材料,gics
4707,環境・リサイクル・ビル管理,summary
9369,貨物・物流・倉庫,det
1711,設備工事・専門工事,summary
9761,教育・研修・資格,summary
4502,医薬品・バイオ,det
7426,建材・資材・エネルギー卸,summary
8278,食品スーパー・コンビニ,summary
9324,貨物・物流・倉庫,det
6233,自動化・ロボティクス,summary
6183,人材サービス・派遣,summary
6562,広告・PR・マーケティング,summary
5532,不動産管理・仲介・賃貸,summary
8802,不動産管理・仲介・賃貸,summary
6181,エンタメ・スポーツ・その他サービス,default
3479,不動産管理・仲介・賃貸,summary
7494,飲食チェーン・中食,summary
8801,不動産管理・仲介・賃貸,summary
9823,食品スーパー・コンビニ,summary
3286,不動産管理・仲介・賃貸,summary
2789,飲食チェーン・中食,summary
7616,飲食チェーン・中食,summary
9119,貨物・物流・倉庫,det
367A,衣料・家電・専門店,gics
5248,ゲーム・デジタルコンテンツ,summary
7601,食品スーパー・コンビニ,summary
3160,総合商社・貿易,summary
4381,ソフトウェア・SaaS,gics
8242,食品スーパー・コンビニ,summary
3557,飲食チェーン・中食,summary
6571,エンタメ・スポーツ・その他サービス,default
8025,総合商社・貿易,keyword
9878,衣料・家電・専門店,gics
7918,飲食チェーン・中食,summary
6189,コンサルティング・BPO,gics
3010,コンサルティング・BPO,summary
9679,ホテル・旅行・レジャー,summary
2162,人材サービス・派遣,summary
1873,ゼネコン・総合建設,default
4005,基礎化学・石油化学,summary
286A,コンサルティング・BPO,summary
9361,貨物・物流・倉庫,det
8217,衣料・家電・専門店,summary
3238,不動産管理・仲介・賃貸,summary
2666,衣料・家電・専門店,gics
7512,食品スーパー・コンビニ,summary
7791,住宅設備・家具・生活用品,summary
7369,人材サービス・派遣,summary
3103,繊維・紙パルプ,det
7625,飲食チェーン・中食,summary
3101,日用化学品・化粧品,summary
9313,貨物・物流・倉庫,det
9311,貨物・物流・倉庫,det
8818,不動産管理・仲介・賃貸,gics
2918,調味料・菓子・冷凍食品,summary
8233,百貨店・総合スーパー,summary
7071,コンサルティング・BPO,summary
9380,貨物・物流・倉庫,det
9778,教育・研修・資格,summary
9069,貨物・物流・倉庫,summary
9956,食品スーパー・コンビニ,summary
9432,通信キャリア・放送,summary
3192,EC・通販・無店舗販売,gics
4691,ホテル・旅行・レジャー,summary
9366,貨物・物流・倉庫,det
3021,環境・リサイクル・ビル管理,summary
3612,繊維・紙パルプ,det
7083,人材サービス・派遣,summary
9534,資源・エネルギー・農林水産,det
9704,ホテル・旅行・レジャー,summary
9399,ソフトウェア・SaaS,gics
2778,衣料・家電・専門店,summary
8107,繊維・紙パルプ,det
3182,EC・通販・無店舗販売,summary
9619,エンタメ・スポーツ・その他サービス,default
9326,貨物・物流・倉庫,det
9502,資源・エネルギー・農林水産,det
9251,エンタメ・スポーツ・その他サービス,default
7686,食品スーパー・コンビニ,gics
2933,調味料・菓子・冷凍食品,summary
8273,食品スーパー・コンビニ,summary
4343,ホテル・旅行・レジャー,summary
4615,日用化学品・化粧品,summary
4245,機能性化学・先端材料,default
4720,人材サービス・派遣,summary
8181,飲食チェーン・中食,summary
7743,計測・分析・光学機器,det
2502,食品製造・飲料・酒類,summary
9142,鉄道・バス・旅客運輸,summary
3086,百貨店・総合スーパー,summary
9846,飲食チェーン・中食,summary
9166,ホテル・旅行・レジャー,summary
3326,ホテル・旅行・レジャー,gics
3861,繊維・紙パルプ,det
8830,不動産開発・デベロッパー,summary
549A,人材サービス・派遣,summary
3289,不動産管理・仲介・賃貸,summary
7814,玩具・スポーツ・文具・雑貨,summary
9045,鉄道・バス・旅客運輸,summary
7065,エンタメ・スポーツ・その他サービス,default
8267,食品スーパー・コンビニ,summary
2653,食品スーパー・コンビニ,summary
3382,食品スーパー・コンビニ,summary
2927,食品製造・飲料・酒類,summary
4235,機能性化学・先端材料,default
5074,ゼネコン・総合建設,summary
6217,自動化・ロボティクス,summary
7037,人材サービス・派遣,summary
9008,鉄道・バス・旅客運輸,summary
9052,鉄道・バス・旅客運輸,summary
4188,基礎化学・石油化学,summary
4100,日用化学品・化粧品,summary
9051,貨物・物流・倉庫,summary
9903,食品スーパー・コンビニ,summary
7215,自動車・輸送用機器,det
5938,金属製品・金属加工,det
9173,貨物・物流・倉庫,det
5852,鉄鋼・非鉄金属,det
6625,不動産管理・仲介・賃貸,summary
7111,建材・資材・エネルギー卸,default
8086,計測・分析・光学機器,det
9006,鉄道・バス・旅客運輸,summary
9842,食品スーパー・コンビニ,summary
3293,不動産管理・仲介・賃貸,summary
4436,ソフトウェア・SaaS,summary
477A,人材サービス・派遣,summary
2138,ゲーム・デジタルコンテンツ,summary
9022,鉄道・バス・旅客運輸,summary
8289,食品スーパー・コンビニ,summary
7593,衣料・家電・専門店,default
7267,自動車・輸送用機器,det
9063,貨物・物流・倉庫,summary
8804,不動産管理・仲介・賃貸,summary
5204,ガラス・セラミックス・ゴム,det
3370,飲食チェーン・中食,summary
5707,鉄鋼・非鉄金属,det
6557,医療・介護・福祉サービス,summary
7130,食品・農産物卸,summary
9042,鉄道・バス・旅客運輸,summary
4651,環境・リサイクル・ビル管理,summary
3137,EC・通販・無店舗販売,summary
6218,産業機械・工作機械,summary
9007,鉄道・バス・旅客運輸,summary
8203,衣料・家電・専門店,summary
5940,金属製品・金属加工,det
7199,証券・保険・その他金融,det
7091,医療・介護・福祉サービス,summary
3069,調味料・菓子・冷凍食品,summary
9023,鉄道・バス・旅客運輸,summary
9223,エンタメ・スポーツ・その他サービス,default
9024,鉄道・バス・旅客運輸,summary
7808,住宅設備・家具・生活用品,default
3003,不動産管理・仲介・賃貸,summary
8897,不動産開発・デベロッパー,summary
4809,不動産開発・デベロッパー,default
8143,繊維・紙パルプ,det
3121,広告・PR・マーケティング,summary
2471,人材サービス・派遣,summary
3232,不動産管理・仲介・賃貸,summary
7516,ドラッグストア・HC,summary
4712,広告・PR・マーケティング,summary
3544,ドラッグストア・HC,summary
9031,鉄道・バス・旅客運輸,summary
9993,食品スーパー・コンビニ,summary
7129,飲食チェーン・中食,summary
4645,教育・研修・資格,summary
168A,住宅設備・家具・生活用品,default
9005,鉄道・バス・旅客運輸,summary
9723,ホテル・旅行・レジャー,summary
3123,繊維・紙パルプ,det
2445,コンサルティング・BPO,summary
2485,エンタメ・スポーツ・その他サービス,default
9656,ホテル・旅行・レジャー,summary
372A,エンタメ・スポーツ・その他サービス,default
7578,衣料・家電・専門店,default
3524,繊維・紙パルプ,det
9158,医療・介護・福祉サービス,summary
6982,自動車・輸送用機器,det
3607,繊維・紙パルプ,det
3536,衣料・家電・専門店,summary
8803,不動産管理・仲介・賃貸,summary
7561,飲食チェーン・中食,summary
9081,鉄道・バス・旅客運輸,summary
9021,鉄道・バス・旅客運輸,summary
3315,資源・エネルギー・農林水産,det
9020,鉄道・バス・旅客運輸,summary
4678,教育・研修・資格,summary
6523,民生電機・情報端末,default
9204,鉄道・バス・旅客運輸,det
6074,人材サービス・派遣,summary
2424,エンタメ・スポーツ・その他サービス,default
9268,建材・資材・エネルギー卸,default
9305,建材・資材・エネルギー卸,default
2984,不動産開発・デベロッパー,summary
9503,資源・エネルギー・農林水産,det
9041,鉄道・バス・旅客運輸,summary
9044,鉄道・バス・旅客運輸,summary
5010,資源・エネルギー・農林水産,det
6464,産業機械・工作機械,summary
2378,医療・介護・福祉サービス,summary
5271,ガラス・セラミックス・ゴム,det
3204,繊維・紙パルプ,det
3856,民生電機・情報端末,default
9048,鉄道・バス・旅客運輸,summary
3011,衣料・家電・専門店,summary
9001,鉄道・バス・旅客運輸,summary
2687,教育・研修・資格,summary
9603,ホテル・旅行・レジャー,summary
7062,医療・介護・福祉サービス,summary
3880,繊維・紙パルプ,det
9003,鉄道・バス・旅客運輸,summary
9519,資源・エネルギー・農林水産,det
6615,半導体・半導体製造装置,summary
3109,繊維・紙パルプ,det
8835,建材・資材・エネルギー卸,default
3422,金属製品・金属加工,det
7604,飲食チェーン・中食,summary
8424,証券・保険・その他金融,det
2747,食品スーパー・コンビニ,summary
8425,証券・保険・その他金融,det
9446,通信キャリア・放送,gics
7362,医療・介護・福祉サービス,summary
5994,金属製品・金属加工,det
7640,飲食チェーン・中食,summary
6444,産業機械・工作機械,summary
9082,鉄道・バス・旅客運輸,summary
2796,食品スーパー・コンビニ,summary
8439,証券・保険・その他金融,det
297A,食品スーパー・コンビニ,summary
7061,医療・介護・福祉サービス,summary
7212,自動車・輸送用機器,det
9033,鉄道・バス・旅客運輸,summary
2291,食品製造・飲料・酒類,summary
4350,ドラッグストア・HC,summary
9536,資源・エネルギー・農林水産,det
4331,エンタメ・スポーツ・その他サービス,default
8593,証券・保険・その他金融,det
9513,資源・エネルギー・農林水産,det
9355,貨物・物流・倉庫,det
7515,食品スーパー・コンビニ,summary
2373,人材サービス・派遣,summary
2418,コンサルティング・BPO,summary
5932,金属製品・金属加工,det
7040,医療・介護・福祉サービス,summary
7831,住宅設備・家具・生活用品,default
9835,ドラッグストア・HC,summary
8894,不動産管理・仲介・賃貸,summary
9514,資源・エネルギー・農林水産,det
3896,繊維・紙パルプ,det
6425,産業機械・工作機械,default
6186,エンタメ・スポーツ・その他サービス,default
4920,日用化学品・化粧品,summary
7256,自動車・輸送用機器,det
9507,資源・エネルギー・農林水産,det
9060,貨物・物流・倉庫,summary
6699,電子部品・デバイス,summary
3202,繊維・紙パルプ,det
4755,広告・PR・マーケティング,summary
9160,人材サービス・派遣,summary
3863,繊維・紙パルプ,det
8473,証券・保険・その他金融,det
3248,不動産管理・仲介・賃貸,summary
7898,住宅設備・家具・生活用品,summary
9012,鉄道・バス・旅客運輸,summary
7372,ホテル・旅行・レジャー,summary
9046,鉄道・バス・旅客運輸,summary
9115,貨物・物流・倉庫,det
6412,産業機械・工作機械,default
9229,医療・介護・福祉サービス,summary
6173,コンサルティング・BPO,gics
9130,貨物・物流・倉庫,det
9017,鉄道・バス・旅客運輸,summary
3494,不動産管理・仲介・賃貸,summary
4735,教育・研修・資格,summary
2993,不動産管理・仲介・賃貸,summary
9508,資源・エネルギー・農林水産,det
9812,EC・通販・無店舗販売,summary
8260,百貨店・総合スーパー,summary
2435,医療・介護・福祉サービス,summary
9505,資源・エネルギー・農林水産,det
9511,資源・エネルギー・農林水産,det
9506,資源・エネルギー・農林水産,det
8254,百貨店・総合スーパー,summary
3681,Webプラットフォーム・EC,summary
7815,住宅設備・家具・生活用品,default
9509,資源・エネルギー・農林水産,det
5202,ガラス・セラミックス・ゴム,det
9501,資源・エネルギー・農林水産,det
9504,資源・エネルギー・農林水産,det
3111,繊維・紙パルプ,det
8247,飲食チェーン・中食,summary
9444,SI・受託開発(中堅),default
